state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Pahang,N.01 Tanah Rata,Tanah Rata,1,Ho Chi Yang,22515,PH,73,9856
Pahang,N.01 Tanah Rata,Tanah Rata,2,Wong Yap Wah,22516,BN,25,7372
Pahang,N.01 Tanah Rata,Tanah Rata,3,Lai Chii,22517,PN,12,1353
Pahang,N.02 Jelai,Jelai,1,Ismail Bin Mohd Hussin,22518,PH,73,1438
Pahang,N.02 Jelai,Jelai,2,Dato' Sri Wan Rosdy Bin Wan Ismail,17839,BN,25,10058
Pahang,N.02 Jelai,Jelai,3,Dr. Abdul Rasid,4707,PN,12,3118
Pahang,N.03 Padang Tengku,Padang Tengku,1,Ruzi @ Nata Bin Yusuff,22521,PH,73,1203
Pahang,N.03 Padang Tengku,Padang Tengku,2,Mustapa Long,22522,BN,25,7198
Pahang,N.03 Padang Tengku,Padang Tengku,3,Mohd Rostam Bin Mustapha,22523,PEJUANG,93,176
Pahang,N.03 Padang Tengku,Padang Tengku,4,Khaider Kamil,22524,PN,12,6691
Pahang,N.04 Cheka,Cheka,1,Tuan Ibrahim,22525,PN,12,5634
Pahang,N.04 Cheka,Cheka,2,Rasid Bin Muhamad,20840,PH,73,2255
Pahang,N.04 Cheka,Cheka,3,Aishaton Binti Abu Bakar,4710,PEJUANG,93,81
Pahang,N.04 Cheka,Cheka,4,Ho Fong Mee,22528,BN,25,4411
Pahang,N.05 Benta,Benta,1,Rizal Bin Jamin,19402,PH,73,2427
Pahang,N.05 Benta,Benta,2,Dato Sri Soffi Tan Sri Razak,22530,BN,25,3948
Pahang,N.05 Benta,Benta,3,Cikgu Embong Lias,22531,PN,12,1814
Pahang,N.06 Batu Talam,Batu Talam,1,Abd Aziz Bin Mat Kiram,17846,BN,25,7992
Pahang,N.06 Batu Talam,Batu Talam,2,Shahuddin Bin Abdul Rahman,3395,PH,73,1969
Pahang,N.06 Batu Talam,Batu Talam,3,Ahmad Sabri Bin Mat Dui,22534,PN,12,5123
Pahang,N.07 Tras,Tras,1,Tengku Zulpuri Shah Bin Raja Puji,4711,PH,73,17255
Pahang,N.07 Tras,Tras,2,Amirul Kuek,22536,PN,12,4233
Pahang,N.07 Tras,Tras,3,Lim Teck Hoe,22537,BN,25,5858
Pahang,N.07 Tras,Tras,4,Ustaz Tahir,22538,PEJUANG,93,340
Pahang,N.08 Dong,Dong,1,Fadzli Bin Mohamad Kamal,22539,BN,25,6142
Pahang,N.08 Dong,Dong,2,Mohd Jawaad,22540,PH,73,2309
Pahang,N.08 Dong,Dong,3,Tengku Amir,22541,PN,12,5096
Pahang,N.09 Tahan,Tahan,1,Talib Tahar,22542,PH,73,724
Pahang,N.09 Tahan,Tahan,2,Faezah Ishak,22543,BN,25,6763
Pahang,N.09 Tahan,Tahan,3,Ustaz Zakuan,19410,PN,12,8777
Pahang,N.10 Damak,Damak,1,Fasal Jamlus,22545,BN,25,6655
Pahang,N.10 Damak,Damak,2,Mohamad Rafly Bin Mohd Satar,22546,PH,73,8587
Pahang,N.10 Damak,Damak,3,Izzuddin Bin Ismail,22547,BEBAS,1,82
Pahang,N.10 Damak,Damak,4,Zuridan Bin Mohd Daud,22548,PN,12,10883
Pahang,N.11 Pulau Tawar,Pulau Tawar,1,Norani Ijam,22549,PH,73,1129
Pahang,N.11 Pulau Tawar,Pulau Tawar,2,Mohd Rosidi Bin Hassan,22550,PEJUANG,93,50
Pahang,N.11 Pulau Tawar,Pulau Tawar,3,Dato' Ridzuan Bin Mansor,22551,BEBAS,1,553
Pahang,N.11 Pulau Tawar,Pulau Tawar,4,Ustaz Yohanis,22552,PN,12,12955
Pahang,N.11 Pulau Tawar,Pulau Tawar,5,Dato' Hj. Nazri Bin Ngah,22553,BN,25,9552
Pahang,N.12 Beserah,Beserah,1,Haji Zulkifli Mohamed,20864,PH,73,12346
Pahang,N.12 Beserah,Beserah,2,Joseph Tang,11425,BEBAS,1,126
Pahang,N.12 Beserah,Beserah,3,Dato' Indera Haji Mustaffar Kamal Bin Haji Ab Hamid,22556,BN,25,9346
Pahang,N.12 Beserah,Beserah,4,Andansura Rabu,19418,PN,12,23867
Pahang,N.12 Beserah,Beserah,5,Cikgu Mohd Pauzi,22558,PEJUANG,93,394
Pahang,N.13 Semambu,Semambu,1,Chan Chun Kuang,22559,PH,73,18902
Pahang,N.13 Semambu,Semambu,2,Haji Khairul Hisham B. Omar,22560,BN,25,10422
Pahang,N.13 Semambu,Semambu,3,Zulfadli Zakariah,22561,PN,12,17098
Pahang,N.13 Semambu,Semambu,4,Dr Rashidah Binti Abdul Rahman,22562,PEJUANG,93,820
Pahang,N.14 Teruntum,Teruntum,1,Misty@Tee Choon Ser,22563,BN,25,4304
Pahang,N.14 Teruntum,Teruntum,2,Ranndy Yap,22564,PN,12,3676
Pahang,N.14 Teruntum,Teruntum,3,Khairul Afifie Bin Abdullah,22565,PEJUANG,93,1180
Pahang,N.14 Teruntum,Teruntum,4,Sim Chon Siang,19423,PH,73,12983
Pahang,N.15 Tanjung Lumpur,Tanjung Lumpur,1,Ustaz Rosli Abdul Jabar,19425,PN,12,16699
Pahang,N.15 Tanjung Lumpur,Tanjung Lumpur,2,Nara Nordin,22568,BN,25,7710
Pahang,N.15 Tanjung Lumpur,Tanjung Lumpur,3,Ab 'Alim Bin Ruslam Ahmad,22569,PEJUANG,93,167
Pahang,N.15 Tanjung Lumpur,Tanjung Lumpur,4,Hajah Sabrina,22570,PH,73,5796
Pahang,N.16 Inderapura,Inderapura,1,Norashikin Binti Ismail,22571,PEJUANG,93,64
Pahang,N.16 Inderapura,Inderapura,2,Dato' Sri Haji Shafik Fauzan Bin Sharif,20876,BN,25,7029
Pahang,N.16 Inderapura,Inderapura,3,Haji Fakhrul Anuar Bin Zulkawi,20875,PH,73,2030
Pahang,N.16 Inderapura,Inderapura,4,Tok Hafizal,22574,PN,12,6107
Pahang,N.17 Sungai Lembing,Sungai Lembing,1,Mejar Anuar Tajuddin (B),4726,PEJUANG,93,86
Pahang,N.17 Sungai Lembing,Sungai Lembing,2,Dato' Haji Umor Arbain Bin Dollah,22576,BN,25,5908
Pahang,N.17 Sungai Lembing,Sungai Lembing,3,Dato Sri Ahmad Omar,22577,PH,73,1738
Pahang,N.17 Sungai Lembing,Sungai Lembing,4,Ayub Ashri,22578,PN,12,6962
Pahang,N.18 Lepar,Lepar,1,Mohd Yazid Bin Mohd Yunus,22579,PN,12,8436
Pahang,N.18 Lepar,Lepar,2,Ir. Rosminahar,4728,PEJUANG,93,103
Pahang,N.18 Lepar,Lepar,3,Ibrohim Mazalan,22581,PH,73,3166
Pahang,N.18 Lepar,Lepar,4,Dato' Abd Rahim Bin Muda,22582,BN,25,8017
Pahang,N.19 Panching,Panching,1,Fauziah Binti Abd Wahab,22583,BN,25,8031
Pahang,N.19 Panching,Panching,2,Ustaz Mohd Tarmizi Yahaya,20885,PN,12,15167
Pahang,N.19 Panching,Panching,3,Haslindalina Hashim,22585,PH,73,4243
Pahang,N.19 Panching,Panching,4,Afif Syairol,22586,PEJUANG,93,130
Pahang,N.20 Pulau Manis,Pulau Manis,1,Khairuddin Bin Mahmud,19437,BN,25,9133
Pahang,N.20 Pulau Manis,Pulau Manis,2,Rafiq Khan,22588,PN,12,13064
Pahang,N.20 Pulau Manis,Pulau Manis,3,Khairil Khalid,22589,PH,73,1901
Pahang,N.21 Peramu Jaya,Peramu Jaya,1,Tugimon Bin Abdul Hamid,22590,PH,73,2511
Pahang,N.21 Peramu Jaya,Peramu Jaya,2,Tengku Dato' Hisham,4733,BEBAS,1,193
Pahang,N.21 Peramu Jaya,Peramu Jaya,3,Mohamad Nizar Bin Mohamad Najib,22592,BN,25,19337
Pahang,N.21 Peramu Jaya,Peramu Jaya,4,Cikgu Talib,18681,PN,12,11514
Pahang,N.22 Bebar,Bebar,1,Ibrahim Bin Sulaiman,22594,PH,73,866
Pahang,N.22 Bebar,Bebar,2,Narzatul Haidar Bin Sakim,22595,PN,12,4212
Pahang,N.22 Bebar,Bebar,3,Mohammad Fakhruddin Bin Mohd Ariff,19441,BN,25,10485
Pahang,N.23 Chini,Chini,1,Mohd Sharim Bin Md Zain,22597,BN,25,10588
Pahang,N.23 Chini,Chini,2,Mohamad Yazid Bin Che Mat,22598,PH,73,833
Pahang,N.23 Chini,Chini,3,Razi Jalal,22599,PN,12,8463
Pahang,N.24 Luit,Luit,1,Jamaluddin Md. Marzuki,22600,BN,25,4836
Pahang,N.24 Luit,Luit,2,Mohd Sofian Bin Abd Jalil,20899,PN,12,6002
Pahang,N.24 Luit,Luit,3,Mohd. Afandi  Abd. Rani,22602,PH,73,1584
Pahang,N.25 Kuala Sentul,Kuala Sentul,1,Jasri Bin Jamaludin,22603,PN,12,6016
Pahang,N.25 Kuala Sentul,Kuala Sentul,2,Khairuddin Ali,22604,BN,25,5775
Pahang,N.25 Kuala Sentul,Kuala Sentul,3,Amran Bin Tahir,22605,PH,73,1223
Pahang,N.26 Chenor,Chenor,1,Sham Sukie,22606,PH,73,637
Pahang,N.26 Chenor,Chenor,2,Saiful  Anuar Mokhtar,22607,BN,25,6149
Pahang,N.26 Chenor,Chenor,3,Ustaz Mujibur Rahman,22608,PN,12,8855
Pahang,N.27 Jenderak,Jenderak,1,Mohamad Hafez Bin Harun,22609,PH,73,1447
Pahang,N.27 Jenderak,Jenderak,2,Ustaz Md Anuar Bin Daud,22610,PN,12,3955
Pahang,N.27 Jenderak,Jenderak,3,Rodzuan Bin Zaaba,22611,BN,25,5409
Pahang,N.28 Kerdau,Kerdau,1,Arhan Saludin @ Cheni,22612,PN,12,4602
Pahang,N.28 Kerdau,Kerdau,2,Ahmad Arif Bin Md Daud,22613,PH,73,988
Pahang,N.28 Kerdau,Kerdau,3,Syed Ibrahim Bin Syed Ahmad,19154,BN,25,6531
Pahang,N.29 Jengka,Jengka,1,Norhasmimi Binti Abdul Ghani,22615,BN,25,8405
Pahang,N.29 Jengka,Jengka,2,Ustaz Haji Shahril Azman Bin Abd Halim Al Hafiz,20914,PN,12,15309
Pahang,N.29 Jengka,Jengka,3,Ustaz Jamaluddin,22617,PH,73,1111
Pahang,N.30 Mentakab,Mentakab,1,Abdul Wahab Bin Kadir,22618,PEJUANG,93,287
Pahang,N.30 Mentakab,Mentakab,2,Wong Tze Shiang,22619,BN,25,5996
Pahang,N.30 Mentakab,Mentakab,3,Cikgu Mohd Yusoff,22620,PN,12,9248
Pahang,N.30 Mentakab,Mentakab,4,Woo Chee Wan,1769,PH,73,12905
Pahang,N.31 Lanchang,Lanchang,1,Jamil Yaakub,22622,PRM,57,203
Pahang,N.31 Lanchang,Lanchang,2,Dato' Razmi Bin Sudin,22623,BN,25,9573
Pahang,N.31 Lanchang,Lanchang,3,Hasan Omar,22624,PN,12,10024
Pahang,N.31 Lanchang,Lanchang,4,Lt Kol Zaini Bin Mohamad (B),22625,PEJUANG,93,328
Pahang,N.31 Lanchang,Lanchang,5,Rosli Ismail,22626,PH,73,4840
Pahang,N.32 Kuala Semantan,Kuala Semantan,1,Syafiq Khaidir,22627,PEJUANG,93,225
Pahang,N.32 Kuala Semantan,Kuala Semantan,2,Hassanuddin Salim,20927,PN,12,12386
Pahang,N.32 Kuala Semantan,Kuala Semantan,3,Dato' Nor Azmi Bin Mat Ludin,20926,BN,25,10648
Pahang,N.32 Kuala Semantan,Kuala Semantan,4,Azizul Shah,22630,PH,73,5918
Pahang,N.33 Bilut,Bilut,1,Mohd Shokri,4636,PEJUANG,93,433
Pahang,N.33 Bilut,Bilut,2,Dato' Sri Chandra Balabedha,22632,PN,12,3363
Pahang,N.33 Bilut,Bilut,3,Wong Siew Mun,22633,BN,25,5784
Pahang,N.33 Bilut,Bilut,4,Lee Chin Chen,19467,PH,73,8895
Pahang,N.34 Ketari,Ketari,1,Su Keong Siong,3730,PH,73,9722
Pahang,N.34 Ketari,Ketari,2,William Tan,22636,PN,12,4290
Pahang,N.34 Ketari,Ketari,3,Amizar Bin Abu Adam,22637,BN,25,9602
