state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Sabah,N.01 Banggi,Banggi,1,Datu Amir Kahar B. Tun Datu Hj. Mustapha,1874,USNO,15,2177
Sabah,N.01 Banggi,Banggi,2,Mohd. Rosley B. Asantie @ Gohong B. Masonti,11155,PBS,48,1248
Sabah,N.01 Banggi,Banggi,3,Jose Bin Modsinupu,11156,BERJAYA,31,258
Sabah,N.02 Kudat,Kudat,1,Wong Phin Chung,10078,PBS,48,4380
Sabah,N.02 Kudat,Kudat,2,Chong Kah Kiat,8934,BERJAYA,31,3489
Sabah,N.02 Kudat,Kudat,3,Dingle Anthony @ Eric Christopher,11159,BEBAS,1,25
Sabah,N.03 Bengkoka,Bengkoka,1,Paulus Itum @ Paul Tom,11160,PBS,48,1742
Sabah,N.03 Bengkoka,Bengkoka,2,Chee Syn Fook,11161,BEBAS,1,84
Sabah,N.03 Bengkoka,Bengkoka,3,Yussof Bin Abd. Manan @ Yuma,11162,USNO,15,1862
Sabah,N.03 Bengkoka,Bengkoka,4,Fauziah Bte Tan Sri Hh. Mohd. Fuad Stephens,11163,BERJAYA,31,672
Sabah,N.03 Bengkoka,Bengkoka,5,Johnes Piut @ Onis @ Haji Jasni Piut,11164,BEBAS,1,436
Sabah,N.04 Matunggong,Matunggong,1,Johnny Kololong Sokuroh,11165,BERJAYA,31,441
Sabah,N.04 Matunggong,Matunggong,2,Abah Bin Mengimpal @ George Abah,11166,BEBAS,1,392
Sabah,N.04 Matunggong,Matunggong,3,Mathius Bin Majihi,8943,PBS,48,3644
Sabah,N.04 Matunggong,Matunggong,4,Sagid Bin Mongulintad,11168,USNO,15,1145
Sabah,N.05 Tandek,Tandek,1,Saibul Bin Supu @ Cyril Saibul Supu,11169,PBS,48,2055
Sabah,N.05 Tandek,Tandek,2,Majawab Bin Masantun,11170,BERJAYA,31,242
Sabah,N.05 Tandek,Tandek,3,Saidi Bin Suari @ Ramli,11171,USNO,15,1202
Sabah,N.05 Tandek,Tandek,4,Uhot Bin Malingka @ Herowan V. Malingka,11172,BEBAS,1,385
Sabah,N.06 Langkon,Langkon,1,Michael Madinal @ Edward,11173,BEBAS,1,688
Sabah,N.06 Langkon,Langkon,2,Yain Bin Abak @ Md. Zain Abag,11174,USNO,15,857
Sabah,N.06 Langkon,Langkon,3,Dason Suran @ Gaban,11175,BERJAYA,31,217
Sabah,N.06 Langkon,Langkon,4,Suini Gaban @ Geoffry,1886,BEBAS,1,308
Sabah,N.06 Langkon,Langkon,5,Bugie Galadam @ Bugie Tinggal,10097,PBS,48,2529
Sabah,N.06 Langkon,Langkon,6,Joseph Stalin Sunsulit @ Ahkah,11178,BEBAS,1,93
Sabah,N.07 Tempasuk,Tempasuk,1,Santri Bin Rakman @ San Luciana,11179,BEBAS,1,17
Sabah,N.07 Tempasuk,Tempasuk,2,Adam Bin Sampoli,11180,BERJAYA,31,1445
Sabah,N.07 Tempasuk,Tempasuk,3,Lamsil Bin Amidsor,11181,USNO,15,2609
Sabah,N.07 Tempasuk,Tempasuk,4,Robert Ripin Minggir,11182,PBS,48,2869
Sabah,N.08 Usukan,Usukan,1,Datu Abdul Hamid Bin Tun Datu Haji Mustapha,1913,USNO,15,4249
Sabah,N.08 Usukan,Usukan,2,Liew Vui Kong,3581,BEBAS,1,473
Sabah,N.08 Usukan,Usukan,3,Chin Ing Hing,11185,BEBAS,1,277
Sabah,N.08 Usukan,Usukan,4,Jabar Khan B. Napi @ Haji Yasser Arafat,11186,PBS,48,2464
Sabah,N.09 Kadamaian,Kadamaian,1,Baggai Bin Basirun,10116,PBS,48,3737
