state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sabah,N.01 Kudat,5453,4886,0,57
Sabah,N.02 Bengkoka-Banggi,7478,6789,0,60
Sabah,N.03 Langkon,6643,6170,0,95
Sabah,N.04 Tandek,3399,2924,0,27
Sabah,N.05 Usukan,6070,0,0,0
Sabah,N.06 Sorob,8215,7645,0,206
Sabah,N.07 Sulaman,7292,6661,0,114
Sabah,N.08 Kiulu,5789,5060,0,147
Sabah,N.09 Jesselton Bandar,5679,4882,0,106
Sabah,N.10 Tanjong Aru,8636,7519,0,124
Sabah,N.11 Moyog,10220,9248,0,187
Sabah,N.12 Papar,4718,4512,0,92
Sabah,N.13 Bongawan,7540,6943,0,193
Sabah,N.14 Kuala Penyu,6532,6174,0,110
Sabah,N.15 Labuan,5854,5031,0,138
Sabah,N.16 Beaufort,6802,6338,0,230
Sabah,N.17 Tenom,5306,4569,0,205
Sabah,N.18 Sipitang-Ulu Padas,4897,4354,0,94
Sabah,N.19 Keningau,4683,4256,0,194
Sabah,N.20 Pensiangan-Sook,6540,5717,0,187
Sabah,N.21 Ranau,7576,6822,0,84
Sabah,N.22 Tambunan,3917,3586,0,111
Sabah,N.23 Sandakan Bandar,4924,4190,0,46
Sabah,N.24 Elopura,4539,3974,0,40
Sabah,N.25 Sugut,5273,4266,0,100
Sabah,N.26 Labuk,5471,4736,0,44
Sabah,N.27 Kuala Kinabatangan,6888,5834,0,45
Sabah,N.28 Lamag,4883,4071,0,72
Sabah,N.29 Lahad Datu,4760,4012,0,110
Sabah,N.30 Semporna,8134,6888,0,366
Sabah,N.31 Merotai,3262,0,0,0
Sabah,N.32 Balung,5075,4272,0,110
