state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,11945,9439,11,249
Pulau Pinang,N.02 Bertam,11369,8082,5,215
Pulau Pinang,N.03 Pinang Tunggal,12791,10294,11,313
Pulau Pinang,N.04 Permatang Berangan,12200,9650,10,259
Pulau Pinang,N.05 Sungai Dua,11836,9383,8,256
Pulau Pinang,N.06 Telok Ayer Tawar,13019,10098,591,299
Pulau Pinang,N.07 Sungai Puyu,24545,20137,21,408
Pulau Pinang,N.08 Bagan Jermal,23049,17392,90,378
Pulau Pinang,N.09 Perai,23124,16849,37,408
Pulau Pinang,N.10 Seberang Jaya,17362,13554,26,372
Pulau Pinang,N.11 Permatang Pasir,16750,13171,12,252
Pulau Pinang,N.12 Penanti,13631,10641,13,292
Pulau Pinang,N.13 Berapit,18047,13986,32,277
Pulau Pinang,N.14 Machang Bubuk,20732,16279,16,412
Pulau Pinang,N.15 Bukit Tengah,24485,19394,39,454
Pulau Pinang,N.16 Sungai Bakap,16570,12350,40,395
Pulau Pinang,N.17 Jawi,20850,16498,29,420
Pulau Pinang,N.18 Sungai Acheh,12476,9486,14,247
Pulau Pinang,N.19 Tanjong Bunga,24222,18842,27,344
Pulau Pinang,N.20 Air Itam,24228,17885,136,370
Pulau Pinang,N.21 Kebun Bunga,20792,15049,48,309
Pulau Pinang,N.22 Padang Kota,20086,13619,88,213
Pulau Pinang,N.23 Pengkalan Kota,21567,16993,11,292
Pulau Pinang,N.24 Kampong Kolam,21697,15511,117,218
Pulau Pinang,N.25 Datuk Keramat,20263,15038,42,245
Pulau Pinang,N.26 Sungai Pinang,19396,14406,8,258
Pulau Pinang,N.27 Batu Lancang,20200,15449,0,223
Pulau Pinang,N.28 Bukit Gelugor,22978,17054,56,249
Pulau Pinang,N.29 Paya Terubong,28648,22703,69,318
Pulau Pinang,N.30 Batu Uban,26832,19517,55,301
Pulau Pinang,N.31 Bayan Lepas,22759,17521,30,382
Pulau Pinang,N.32 Telok Kumbar,18820,14175,35,353
Pulau Pinang,N.33 Telok Bahang,17466,13233,50,314
