state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Tanjong Kling,6901,5400,0,282
Melaka,N.02 Bukit Rambai,6448,4911,0,314
Melaka,N.03 Batu Berendam,7142,5620,0,367
Melaka,N.04 Semabok,7936,6113,0,502
Melaka,N.05 Kandang,7190,5795,0,329
Melaka,N.06 Kota Selatan,9628,7190,0,364
Melaka,N.07 Kota Tengah,7660,5528,0,186
Melaka,N.08 Kota Barat,7275,5640,0,282
Melaka,N.09 Kota Utara,8077,5871,0,263
Melaka,N.10 Kota Timor,10039,7204,0,275
Melaka,N.11 Sungei Bahru,7961,6434,0,429
Melaka,N.12 Ramuan China,5696,4608,0,394
Melaka,N.13 Masjid Tanah,6851,5208,0,502
Melaka,N.14 Alor Gajah,6232,5100,0,472
Melaka,N.15 Pulau Sebang,0,0,0,0
Melaka,N.16 Batang Melaka,9364,7216,0,172
Melaka,N.17 Rim,7462,5685,0,97
Melaka,N.18 Jasin,7404,5833,0,82
Melaka,N.19 Serkam,6013,4929,0,49
Melaka,N.20 Sungei Rambai,5989,4746,0,92
