state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Pulau Pinang,N.01 Penaga,Penaga,1,Ustaz Tapiudin Hamzah,17995,PAS,3,5454
Pulau Pinang,N.01 Penaga,Penaga,2,Dato' Azhar Bin Ibrahim,15384,BN,25,6685
Pulau Pinang,N.02 Bertam,Bertam,1,Hjh. Zabariah Binti Wahab,17997,BN,25,6794
Pulau Pinang,N.02 Bertam,Bertam,2,Noorsiah Arshad,17998,PKR,11,4142
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,1,Hj. Mahamad Hashim,17999,PKR,11,4613
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,2,Dato' Haji Roslan Bin Saidin,18000,BN,25,7848
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,1,Shabudin Bin Yahaya,16659,BN,25,7295
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,2,Arshad Md Salleh,18002,PAS,3,5310
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,1,Ustaz Salleh Man,18003,PAS,3,5886
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,2,Dato' Haji Jasmin Bin Mohamed,18004,BN,25,6421
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,Norhayati Jaafar,18005,PKR,11,5008
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,2,Dato Jahara Binti Hamid,18006,BN,25,6478
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,1,Teh Lay Cheng,18007,BN,25,3824
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,2,Phee Boon Poh,10809,DAP,18,13025
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,1,Ooi Chuan Aik,16668,BN,25,5226
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,2,Lim Hock Seng,2044,DAP,18,11099
Pulau Pinang,N.09 Bagan Dalam,Bagan Dalam,1,Pk. Subbaiyah,18011,BN,25,4669
Pulau Pinang,N.09 Bagan Dalam,Bagan Dalam,2,A. Tanasekharan,18012,DAP,18,7601
Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,1,Datuk Arif Shah Bin Omar Shah,16672,BN,25,9395
Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,2,Ramli Bulat,18014,PKR,11,8862
Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,1,Ahmad Sahar Shuib,18015,BN,25,5571
Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,2,Mohd. Hamdan Abd. Rahman,18016,PAS,3,11004
Pulau Pinang,N.12 Penanti,Penanti,1,Dato' Haji Abdul Jalil Bin Abdul Majid,18017,BN,25,5127
Pulau Pinang,N.12 Penanti,Penanti,2,Mohammad Fairus,18018,PKR,11,7346
Pulau Pinang,N.13 Berapit,Berapit,1,Lau Chiek Tuan,14236,BN,25,5314
Pulau Pinang,N.13 Berapit,Berapit,2,Ong Kok Fooi,18020,DAP,18,10006
Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,1,Lee Kah Choon,2667,BN,25,6922
Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,2,Tan Hock Leong,18022,PKR,11,11002
