state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Tanjung Datu,Tanjung Datu,13167,10233,353,97
Sarawak,N.02 Tasik Biru,Tasik Biru,16943,12634,242,153
Sarawak,N.03 Pantai Damai,Pantai Damai,11011,0,0,0
Sarawak,N.04 Sejingkat,Sejingkat,7748,5741,0,85
Sarawak,N.05 Tupong,Tupong,14730,10275,137,156
Sarawak,N.06 Satok,Satok,10992,6870,196,96
Sarawak,N.07 Padungan,Padungan,19101,13574,25,67
Sarawak,N.08 Pending,Pending,23873,16939,46,90
Sarawak,N.09 Batu Lintang,Batu Lintang,21291,14179,107,94
Sarawak,N.10 Batu Kawah,Batu Kawah,20682,14280,239,235
Sarawak,N.11 Bengoh,Bengoh,18578,13503,46,204
Sarawak,N.12 Asajaya,Asajaya,8666,6801,16,61
Sarawak,N.13 Muara Tuang,Muara Tuang,14933,11850,785,205
Sarawak,N.14 Tarat,Tarat,12864,9285,0,178
Sarawak,N.15 Tebedu,Tebedu,14799,11080,0,199
Sarawak,N.16 Semera,Semera,7884,5872,4,64
Sarawak,N.17 Simunjan,Simunjan,10843,8463,520,95
Sarawak,N.18 Sebuyau,Sebuyau,8009,5862,11,98
Sarawak,N.19 Beladin,Beladin,8136,6324,6,70
Sarawak,N.20 Bukit Begunan,Bukit Begunan,10254,7589,23,92
Sarawak,N.21 Simanggang,Simanggang,13553,9825,21,99
Sarawak,N.22 Engkilili,Engkilili,8209,6255,6,57
Sarawak,N.23 Batang Ai,Batang Ai,6636,5123,5,85
Sarawak,N.24 Saribas,Saribas,8067,0,0,0
Sarawak,N.25 Layar,Layar,9633,7296,15,73
Sarawak,N.26 Kelaka,Kelaka,12435,9863,97,147
Sarawak,N.27 Krian,Krian,8854,6993,13,57
Sarawak,N.28 Belawai,Belawai,7778,6024,5,66
Sarawak,N.29 Serdeng,Serdeng,7324,5527,3,91
Sarawak,N.30 Matu Daro,Matu Daro,8396,6305,1,133
Sarawak,N.31 Meradong,Meradong,12773,9136,10,84
Sarawak,N.32 Repok,Repok,15543,11818,46,106
Sarawak,N.33 Pakan,Pakan,6400,5054,6,69
Sarawak,N.34 Meluan,Meluan,8222,6435,724,146
Sarawak,N.35 Ngemah,Ngemah,7418,5436,15,77
Sarawak,N.36 Machan,Machan,8736,6847,9,49
Sarawak,N.37 Dudong,Dudong,18619,13304,95,206
Sarawak,N.38 Bukit Assek,Bukit Assek,20459,14858,14,59
Sarawak,N.39 Bawang Assan,Bawang Assan,13734,9401,8,61
Sarawak,N.40 Seduan,Seduan,18637,12766,650,264
Sarawak,N.41 Dalat,Dalat,14494,10064,26,117
Sarawak,N.42 Balingian,Balingian,10661,7598,66,115
Sarawak,N.43 Tamin,Tamin,9053,6589,1,66
Sarawak,N.44 Kakus,Kakus,7919,5719,8,73
Sarawak,N.45 Pelagus,Pelagus,10138,8165,7,116
Sarawak,N.46 Katibas,Katibas,7716,5827,17,75
Sarawak,N.47 Baleh,Baleh,8769,6306,0,77
Sarawak,N.48 Belaga,Belaga,5235,3883,10,73
Sarawak,N.49 Kemena,Kemena,11310,7633,0,96
Sarawak,N.50 Kidurong,Kidurong,18363,12961,14,107
Sarawak,N.51 Lambir,Lambir,22554,14346,202,289
Sarawak,N.52 Piasau,Piasau,30557,18477,74,198
Sarawak,N.53 Marudi,Marudi,12651,8133,20,133
Sarawak,N.54 Telang Usan,Telang Usan,10071,5774,9,57
Sarawak,N.55 Limbang,Limbang,16009,11138,53,114
Sarawak,N.56 Lawas,Lawas,11632,8619,18,92
