state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kedah,N.01 Alor Star Pekan,Alor Star Pekan,12367,8607,0,136
Kedah,N.02 Alor Star Luar,Alor Star Luar,13173,9044,0,238
Kedah,N.03 Langkawi,Langkawi,14022,10762,0,511
Kedah,N.04 Kota Star Barat,Kota Star Barat,11924,8624,0,505
Kedah,N.05 Langgar-Limbong,Langgar-Limbong,10152,8214,0,434
Kedah,N.06 Pokok Sena,Pokok Sena,9901,6501,0,358
Kedah,N.07 Kangkong-Bukit Raya,Kangkong-Bukit Raya,11057,8493,0,255
Kedah,N.08 Padang,Padang,10012,8235,0,407
Kedah,N.09 Jerlun-Kodiang,Jerlun-Kodiang,9735,7443,0,266
Kedah,N.10 Tunjang,Tunjang,9568,7053,0,343
Kedah,N.11 Jitra,Jitra,10700,8396,0,415
Kedah,N.12 Padang Terap,Padang Terap,11876,9057,0,286
Kedah,N.13 Sala,Sala,13098,9307,0,377
Kedah,N.14 Yan-Merbok,Yan-Merbok,11722,8955,0,457
Kedah,N.15 Sik-Gurun,Sik-Gurun,11342,8305,0,526
Kedah,N.16 Kota,Kota,11330,9240,0,206
Kedah,N.17 Pekan Sungei Patani,Pekan Sungei Patani,9002,6814,0,134
Kedah,N.18 Sungei Patani Luar,Sungei Patani Luar,11029,8540,0,213
Kedah,N.19 Baling Timor,Baling Timor,12530,10088,0,337
Kedah,N.20 Baling Barat,Baling Barat,10513,7929,0,273
Kedah,N.21 Sidam,Sidam,10085,7598,0,550
Kedah,N.22 Lunas,Lunas,9623,7627,0,306
Kedah,N.23 Kulim,Kulim,12363,9012,0,335
Kedah,N.24 Bandar Bahru,Bandar Bahru,10901,8945,0,194
