state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Peradong,Peradong,7442,5764,4,162
Negeri Sembilan,N.02 Klawang,Klawang,7059,5545,18,148
Negeri Sembilan,N.03 Pertang,Pertang,9004,7023,20,250
Negeri Sembilan,N.04 Sungai Lui,Sungai Lui,9777,8403,47,242
Negeri Sembilan,N.05 Serting,Serting,11594,9179,7,350
Negeri Sembilan,N.06 Batu Kikir,Batu Kikir,6877,5154,10,234
Negeri Sembilan,N.07 Bahau,Bahau,12381,9056,12,211
Negeri Sembilan,N.08 Palong,Palong,14209,12094,5,347
Negeri Sembilan,N.09 Gemas,Gemas,11631,9135,8,283
Negeri Sembilan,N.10 Gemencheh,Gemencheh,11699,9235,10,353
Negeri Sembilan,N.11 Repah,Repah,9915,7422,24,222
Negeri Sembilan,N.12 Kota,Kota,9392,7014,3,333
Negeri Sembilan,N.13 Juasseh,Juasseh,8682,6694,1,272
Negeri Sembilan,N.14 Johol,Johol,8237,6141,2,346
Negeri Sembilan,N.15 Pilah,Pilah,12778,9398,27,281
Negeri Sembilan,N.16 Seri Menanti,Seri Menanti,7783,5743,14,228
Negeri Sembilan,N.17 Lenggeng,Lenggeng,16785,12598,23,396
Negeri Sembilan,N.18 Ampangan,Ampangan,16900,12660,200,369
Negeri Sembilan,N.19 Rahang,Rahang,21027,15048,21,226
Negeri Sembilan,N.20 Sungai Ujong,Sungai Ujong,20867,15343,294,270
Negeri Sembilan,N.21 Labu,Labu,11781,9091,2,314
Negeri Sembilan,N.22 Mambau,Mambau,28597,21337,160,613
Negeri Sembilan,N.23 Jimah,Jimah,14556,11398,11,330
Negeri Sembilan,N.24 Rantau,Rantau,11720,8546,1,292
Negeri Sembilan,N.25 Chembong,Chembong,9106,6770,20,278
Negeri Sembilan,N.26 Linggi,Linggi,9075,6988,7,223
Negeri Sembilan,N.27 Si Rusa,Si Rusa,13296,9102,16,253
Negeri Sembilan,N.28 Pasir Panjang,Pasir Panjang,13298,10635,1102,246
