state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,N.01 Cameron Highlands,4157,2916,0,217
Pahang,N.02 Dong,6195,5180,0,346
Pahang,N.03 Bandar Raub,6316,5141,0,241
Pahang,N.04 Tras,4922,4071,0,288
Pahang,N.05 Sabai,6247,5135,0,264
Pahang,N.06 Bandar Bentong,5856,4694,0,201
Pahang,N.07 Benus,4964,4378,0,176
Pahang,N.08 Mentakab,8115,6169,0,440
Pahang,N.09 Tanah Puteh,0,0,0,0
Pahang,N.10 Telok Sisek,5918,3985,0,230
Pahang,N.11 Beserah,4878,3835,0,274
Pahang,N.12 Ulu Kuantan,5823,4595,0,281
Pahang,N.13 Kuala Pahang,6413,4813,0,281
Pahang,N.14 Pahang Tua,7101,5647,0,290
Pahang,N.15 Rompin,4972,3705,0,233
Pahang,N.16 Chenor,5909,4553,0,280
Pahang,N.17 Triang,6422,5117,0,274
Pahang,N.18 Kuala Semantan,4843,3658,0,222
Pahang,N.19 Jenderak,5201,3851,0,264
Pahang,N.20 Sanggang,4524,3815,0,165
Pahang,N.21 Jelai,5712,4567,0,361
Pahang,N.22 Kuala Lipis,5662,4134,0,227
Pahang,N.23 Tanjong Besar,8852,6781,0,595
Pahang,N.24 Jerantut,7320,5561,0,389
