state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sabah,N.01 Banggi,9861,7257,0,256
Sabah,N.02 Tanjong Kapor,22476,17402,38,398
Sabah,N.03 Pitas,14912,11762,17,354
Sabah,N.04 Matunggong,19977,15908,7,370
Sabah,N.05 Tandek,22220,17217,47,599
Sabah,N.06 Tempasuk,16866,14222,29,325
Sabah,N.07 Kadamaian,15903,13645,55,301
Sabah,N.08 Usukan,18698,15635,32,372
Sabah,N.09 Tamparuli,17265,14469,41,187
Sabah,N.10 Sulaman,19587,17066,22,449
Sabah,N.11 Kiulu,11424,9314,26,171
Sabah,N.12 Karambunai,28971,23394,53,661
Sabah,N.13 Inanam,24403,20106,32,421
Sabah,N.14 Likas,15294,11596,15,99
Sabah,N.15 Api-Api,15103,12111,12,309
Sabah,N.16 Luyang,20119,15841,28,110
Sabah,N.17 Tanjong Aru,21973,17052,13,448
Sabah,N.18 Petagas,15517,12884,151,267
Sabah,N.19 Kapayan,26767,22032,47,482
Sabah,N.20 Moyog,17556,14850,22,204
Sabah,N.21 Kawang,19901,17128,35,237
Sabah,N.22 Pantai Manis,18870,16134,20,239
Sabah,N.23 Bongawan,14851,12891,25,261
Sabah,N.24 Membakut,11777,10279,19,237
Sabah,N.25 Klias,15338,13085,21,342
Sabah,N.26 Kuala Penyu,14759,12915,26,250
Sabah,N.27 Lumadan,13777,11780,58,246
Sabah,N.28 Sindumin,15400,12607,20,340
Sabah,N.29 Kundasang,13322,10307,12,264
Sabah,N.30 Karanaan,12456,10353,22,149
Sabah,N.31 Paginatan,13275,10798,26,174
Sabah,N.32 Tambunan,13757,11703,20,192
Sabah,N.33 Bingkor,15878,12923,15,185
Sabah,N.34 Liawan,14056,11518,11,172
Sabah,N.35 Melalap,12074,9832,7,222
Sabah,N.36 Kemabong,13230,11112,8,404
Sabah,N.37 Sook,16354,13546,11,301
Sabah,N.38 Nabawan,9840,7845,1,185
Sabah,N.39 Sugut,9675,7178,3,326
Sabah,N.40 Labuk,15013,11737,0,209
Sabah,N.41 Gum-Gum,11734,9248,28,180
Sabah,N.42 Sungai Sibuga,28038,22871,71,414
Sabah,N.43 Sekong,14247,11140,19,351
Sabah,N.44 Karamunting,15952,12260,15,278
Sabah,N.45 Elopura,22317,16729,20,281
Sabah,N.46 Tanjong Papat,14741,11194,13,206
Sabah,N.47 Kuamut,14915,12172,30,350
Sabah,N.48 Sukau,9833,7825,12,244
Sabah,N.49 Tungku,14626,11312,7,287
Sabah,N.50 Lahad Datu,25232,19219,32,451
Sabah,N.51 Kunak,11804,9132,26,295
Sabah,N.52 Sulabayan,12642,9456,43,499
Sabah,N.53 Senallang,13210,10146,24,326
Sabah,N.54 Bugaya,15697,11993,25,455
Sabah,N.55 Balung,13526,10696,4,195
Sabah,N.56 Apas,15837,12479,24,327
Sabah,N.57 Sri Tanjong,22175,16612,54,201
Sabah,N.58 Merotai,18317,14240,78,238
Sabah,N.59 Tanjong Batu,18386,14374,36,252
Sabah,N.60 Sebatik,10090,7616,21,293
