state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Terengganu,N.01 Kuala Besut,14180,12140,385,140
Terengganu,N.02 Kota Putera,15559,13071,57,166
Terengganu,N.03 Jertih,15449,12953,31,144
Terengganu,N.04 Hulu Besut,13165,11174,0,147
Terengganu,N.05 Jabi,14070,12075,0,151
Terengganu,N.06 Permaisuri,16073,13910,0,245
Terengganu,N.07 Langkap,13066,11048,16,219
Terengganu,N.08 Batu Rakit,11311,9811,0,117
Terengganu,N.09 Tepuh,19850,16715,43,192
Terengganu,N.10 Teluk Pasu,16126,14250,13,141
Terengganu,N.11 Seberang Takir,12750,10718,66,202
Terengganu,N.12 Bukit Tunggal,12488,10742,9,103
Terengganu,N.13 Wakaf Mempelam,20573,17277,24,156
Terengganu,N.14 Bandar,18953,14765,14,231
Terengganu,N.15 Ladang,16777,13701,1,285
Terengganu,N.16 Batu Buruk,24022,20428,33,212
Terengganu,N.17 Alur Limbat,19694,16905,6,228
Terengganu,N.18 Bukit Payung,16733,14664,1,130
Terengganu,N.19 Ru Rendang,18798,16209,0,137
Terengganu,N.20 Pengkalan Berangan,19588,17167,2,295
Terengganu,N.21 Telemung,13275,11664,107,212
Terengganu,N.22 Manir,11657,10356,17,99
Terengganu,N.23 Kuala Berang,13040,11476,24,156
Terengganu,N.24 Ajil,14543,12531,12,186
Terengganu,N.25 Bukit Besi,11520,9736,10,144
Terengganu,N.26 Rantau Abang,16499,14192,21,217
Terengganu,N.27 Sura,16123,13163,35,128
Terengganu,N.28 Paka,20709,17471,16,187
Terengganu,N.29 Kemasik,15470,12969,8,129
Terengganu,N.30 Kijal,15568,13386,29,176
Terengganu,N.31 Cukai,22877,18530,24,193
Terengganu,N.32 Air Putih,21091,17985,16,248
