state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Perak,N.01 Grik,1,Wan Mohamed Bin Wan Teh,7619,PERIKATAN,2,6687
Perak,N.01 Grik,2,Haji Md. Arif Bin Yaacob,7620,PAS,3,2548
Perak,N.02 Lenggong,1,Ahmad Bin Said,5767,PERIKATAN,2,7396
Perak,N.02 Lenggong,2,Muad Bin Pandak,7622,PAS,3,2769
Perak,N.03 Selama,1,Dato' Haji Hussein Bin Haji Yaacob,5739,PERIKATAN,2,7384
Perak,N.03 Selama,2,Ahmad Bin Yusoh,1434,PAS,3,3207
Perak,N.03 Selama,3,Zainal Abidin Bin Haji Awang Che Mas,7625,BEBAS,1,384
Perak,N.04 Larut,1,Dato' Haji Kamaruddin Bin Mat Isa,7626,PERIKATAN,2,7382
Perak,N.04 Larut,2,Haji Nordin Haji Abdullah,7627,PAS,3,3199
Perak,N.05 Parit Buntar,1,Hajjah Halimah Binti Haji Abdul Raof,5718,PERIKATAN,2,5124
Perak,N.05 Parit Buntar,2,Kurnain Bin Haji Abdullah,7629,PAS,3,4885
Perak,N.06 Kuala Kurau,1,Ismail Bin Abdul Rauf,7630,PERIKATAN,2,5826
Perak,N.06 Kuala Kurau,2,Saari Bin Mohd. Zain,7631,PAS,3,5758
Perak,N.07 Bagan Serai,1,Masud Bin Untoi,5722,PERIKATAN,2,6405
Perak,N.07 Bagan Serai,2,Ustaz Abdul Wahab Bin Haji Md. Noor,269,PAS,3,3314
Perak,N.08 Gunong Semanggol,1,Ahmad Bin Haji Yusof,268,PERIKATAN,2,5679
Perak,N.08 Gunong Semanggol,2,Baharuddin Bin Haji Abd. Latif,1181,PAS,3,4679
Perak,N.09 Taiping,1,Lim Eng Chuan,449,GERAKAN,21,9733
Perak,N.09 Taiping,2,Goh Chok Sam,5744,PERIKATAN,2,4429
Perak,N.10 Matang,1,Ang Chin Wah,7638,GERAKAN,21,6189
Perak,N.10 Matang,2,Wan Othman Bin Wan Omar,5747,PERIKATAN,2,5803
Perak,N.10 Matang,3,Haji Mohamed Tahir Bin Haji Abdul Rauf,628,PAS,3,4052
Perak,N.11 Sungei Manik,1,Mohamad Yahya @ Yahya Shubban Bin Haji Harun,7641,PERIKATAN,2,3211
Perak,N.11 Sungei Manik,2,Abdul Latif Bin Nasain,1196,PAS,3,2529
Perak,N.12 Bandar,1,Haji Ahmad Razali Bin Haji Mohamed,5790,PERIKATAN,2,3598
Perak,N.12 Bandar,2,Abdul Razak Bin Haji Matamin,7644,PAS,3,2372
Perak,N.13 Senggang,1,Haji Abdullah Bin Haji Abdul Raof,287,PERIKATAN,2,5958
Perak,N.13 Senggang,2,Haji Zakaria Bin Md. Dehor,7646,PAS,3,4215
Perak,N.14 Padang Rengas,1,Shafie Bin Mat Saman,7647,PERIKATAN,2,5876
Perak,N.14 Padang Rengas,2,Haji Abd. Samad Bin Haji Noh,443,PAS,3,5100
Perak,N.15 Karai,1,Mohd. Ali Zaini Bin Haji Mohamad Zain,7649,PERIKATAN,2,3921
Perak,N.15 Karai,2,Mohd. Sabri Bin Haji Abdul Rani,7650,PKR,11,1667
Perak,N.15 Karai,3,Zabidin Bin Haji Abd. Rahman,7651,PAS,3,1058
Perak,N.16 Jalong,1,R. C. Mahadeva Rayan,638,PKR,11,5339
Perak,N.16 Jalong,2,Teh Hin Chong,7653,PERIKATAN,2,3389
Perak,N.16 Jalong,3,Admad Zawazi Bin Ibrahim,1441,PAS,3,310
Perak,N.17 Blanja,1,Hisan Bin Ibrahim,7655,PERIKATAN,2,5347
Perak,N.17 Blanja,2,Abdul Aziz Bin Haji Abd. Latif,7656,PAS,3,4629
Perak,N.18 Kampong Gajah,1,Mahmud Bin Zainal Abidin,935,PAS,3,4262
Perak,N.18 Kampong Gajah,2,Ahmad  Alias Bin Mohd. Aliff,6846,PERIKATAN,2,3326
Perak,N.19 Pengkalan Bharu,1,Haji Ishak Bin Haji Mahmud,5751,PERIKATAN,2,4689
