state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Titi Tinggi,7828,5752,111,159
Perlis,N.02 Beseri,6916,5145,7,176
Perlis,N.03 Oran,8279,6774,65,280
Perlis,N.04 Padang Pauh,8949,7377,530,258
Perlis,N.05 Bintong,7075,5350,6,204
Perlis,N.06 Sena,6246,4684,16,131
Perlis,N.07 Indera Kayangan,8341,6089,76,201
Perlis,N.08 Kuala Perlis,6754,5156,0,161
Perlis,N.09 Kayang,6504,4908,5,223
Perlis,N.10 Utan Aji,5486,4348,0,149
Perlis,N.11 Kota Raja,7723,5859,6,204
Perlis,N.12 Guar Sanji,6660,5124,18,184
Perlis,N.13 Kurong Anai,5216,4190,2,110
Perlis,N.14 Sanglang,7120,5620,4,199
