state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,Penaga,9483,8983,0,483
Pulau Pinang,N.02 Bertam,Bertam,8415,6363,0,430
Pulau Pinang,N.03 Tasek Gelugor,Tasek Gelugor,8371,6949,0,351
Pulau Pinang,N.04 Bagan Ajam,Bagan Ajam,12020,9638,0,530
Pulau Pinang,N.05 Bagan Jermal,Bagan Jermal,18282,14360,0,541
Pulau Pinang,N.06 Bagan Dalam,Bagan Dalam,17123,13622,0,489
Pulau Pinang,N.07 Sungei Dua,Sungei Dua,8258,6735,0,353
Pulau Pinang,N.08 Kubang Semang,Kubang Semang,9813,8149,0,437
Pulau Pinang,N.09 Penanti,Penanti,9445,7363,0,416
Pulau Pinang,N.10 Bukit Tengah,Bukit Tengah,12063,9615,0,404
Pulau Pinang,N.11 Pekan Bukit Mertajam,Pekan Bukit Mertajam,18212,14603,0,459
Pulau Pinang,N.12 Machang Bubok,Machang Bubok,10968,9031,0,400
Pulau Pinang,N.13 Bukit Tambun,Bukit Tambun,8451,6918,0,354
Pulau Pinang,N.14 Sungai Bakap,Sungai Bakap,9980,7900,0,452
Pulau Pinang,N.15 Sungei Acheh,Sungei Acheh,12036,9190,0,208
Pulau Pinang,N.16 Telok Bahang,Telok Bahang,11843,8946,0,459
Pulau Pinang,N.17 Sungai Nibong,Sungai Nibong,16612,12470,0,481
Pulau Pinang,N.18 Bayan Lepas,Bayan Lepas,13721,10706,0,360
Pulau Pinang,N.19 Tanjong Bunga,Tanjong Bunga,19154,14850,0,427
Pulau Pinang,N.20 Ayer Itam,Ayer Itam,18903,14901,0,320
Pulau Pinang,N.21 Paya Terubong,Paya Terubong,17803,14139,0,379
Pulau Pinang,N.22 Padang Kota,Padang Kota,15733,12205,0,414
Pulau Pinang,N.23 Kampong Kolam,Kampong Kolam,17638,14036,0,991
Pulau Pinang,N.24 Pengkalan Kota,Pengkalan Kota,18559,15127,0,553
Pulau Pinang,N.25 Datok Keramat,Datok Keramat,17505,13445,0,507
Pulau Pinang,N.26 Sungei Pinang,Sungei Pinang,20801,16575,0,706
Pulau Pinang,N.27 Bukit Gelugor,Bukit Gelugor,21942,17232,0,460
