state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Pahang,N.01 Cameron Highlands,Cameron Highlands,1,Soh Kai Chee,6576,BEBAS,653
Pahang,N.01 Cameron Highlands,Cameron Highlands,2,Cheong Kiat Lee @ Chong Kat Nee,6577,PERIKATAN,1545
Pahang,N.01 Cameron Highlands,Cameron Highlands,3,Goh Seng Wui,6578,SF,501
Pahang,N.02 Dong,Dong,1,Che Yeop Sendiri Bin Haji Hussin,6579,PERIKATAN,3922
Pahang,N.02 Dong,Dong,2,Harun Bin Sidek,6580,SF,715
Pahang,N.02 Dong,Dong,3,M. Sidek Bin Norti,6581,BEBAS,197
Pahang,N.03 Bandar Raub,Bandar Raub,1,Ng Keat Ling,6582,PERIKATAN,2934
Pahang,N.03 Bandar Raub,Bandar Raub,2,Saw Chooi Lye,6583,SF,1966
Pahang,N.04 Tras,Tras,1,Ng Yew Ming,6584,SF,1250
Pahang,N.04 Tras,Tras,2,Sulaiman Bin Sabudin,5535,PERIKATAN,2533
Pahang,N.05 Sabai,Sabai,1,Abu Bakar Bin Haji Ahmad,5536,PERIKATAN,3454
Pahang,N.05 Sabai,Sabai,2,Leong Saik Yuen,6587,SF,1417
Pahang,N.06 Bandar Bentong,Bandar Bentong,1,Chia Kia Pho,6588,SF,1485
Pahang,N.06 Bandar Bentong,Bandar Bentong,2,Chow Seng Toong,5570,PERIKATAN,3008
Pahang,N.07 Benus,Benus,1,Lee Yew Kwong,6590,BEBAS,363
Pahang,N.07 Benus,Benus,2,Chow Tek Noe,5540,PERIKATAN,2055
Pahang,N.07 Benus,Benus,3,Toh Wai Theng,5539,PDB,593
Pahang,N.07 Benus,Benus,4,Seow Toong Sang,6593,SF,1191
Pahang,N.08 Mentakab,Mentakab,1,Meriam Binti Mohamad,6594,BEBAS,616
Pahang,N.08 Mentakab,Mentakab,2,Nem Ong Hang @ Lim Ong Hang,6595,SF,1983
Pahang,N.08 Mentakab,Mentakab,3,Syed Abdullah Bin Syed Ali,6596,PERIKATAN,2999
Pahang,N.08 Mentakab,Mentakab,4,A. Wahab Bin M. Zabidin,6597,BEBAS,131
Pahang,N.09 Tanah Puteh,Tanah Puteh,1,Chan Kwang Chek,6598,PERIKATAN,0
Pahang,N.10 Telok Sisek,Telok Sisek,1,Shaikh Abdullah Bin Abu Bakar,6599,PAS,422
Pahang,N.10 Telok Sisek,Telok Sisek,2,Mahimon Binti Harun,5561,PERIKATAN,2728
Pahang,N.10 Telok Sisek,Telok Sisek,3,Mohd. Sham Bin Awang,6601,SF,605
Pahang,N.11 Beserah,Beserah,1,Hj. A. Aziz Bin Ahmad,6602,PERIKATAN,2905
Pahang,N.11 Beserah,Beserah,2,Abdul Aziz Bin Kassim,856,PAS,656
Pahang,N.12 Ulu Kuantan,Ulu Kuantan,1,Zainuddin Bin Hj. Ahmad,5565,PERIKATAN,2580
Pahang,N.12 Ulu Kuantan,Ulu Kuantan,2,Mohd. Kameil Bin To' Muda Hj. Ibrahim,489,SF,1734
Pahang,N.13 Kuala Pahang,Kuala Pahang,1,Muhammad Bin Jusoh,5568,PERIKATAN,3819
Pahang,N.13 Kuala Pahang,Kuala Pahang,2,Mohamad Bin Hj. Abdullah,6607,PAS,561
Pahang,N.13 Kuala Pahang,Kuala Pahang,3,Tengku Bahaznan Shah Bin T. Mahmud,6608,SF,152
Pahang,N.14 Pahang Tua,Pahang Tua,1,M. Mokhtar Bin Hj. M. Daud,6609,PERIKATAN,4476
Pahang,N.14 Pahang Tua,Pahang Tua,2,Abu Bakar Bin Mat Zin,6610,PAS,881
Pahang,N.15 Rompin,Rompin,1,Abdul Hak Bin Haji Fadzil,1267,PAS,339
Pahang,N.15 Rompin,Rompin,2,Ibrahim Bin Arshad,527,PERIKATAN,3133
Pahang,N.16 Chenor,Chenor,1,Dato' Abu Samah Bin Haji Ali,492,PAS,1004
Pahang,N.16 Chenor,Chenor,2,Mohamed Bin Yaakub,6614,SF,488
Pahang,N.16 Chenor,Chenor,3,Othman Bin Imam Awang,6615,BEBAS,672
Pahang,N.16 Chenor,Chenor,4,Salehuddin Bin Awang Pekan,5541,PERIKATAN,2109
Pahang,N.17 Triang,Triang,1,Yap Kim Chuan,5547,SF,1647
Pahang,N.17 Triang,Triang,2,Lum Wah Kum,6618,PERIKATAN,3196
Pahang,N.18 Kuala Semantan,Kuala Semantan,1,Awang Ngah Bin To' Muda Haji Ibrahim,6619,PERIKATAN,1894
Pahang,N.18 Kuala Semantan,Kuala Semantan,2,Zulkifly Bin Mat Amin @ Abu Samah Bin Mat Amin,6620,SF,1542
Pahang,N.19 Jenderak,Jenderak,1,Darus Bin Hj. Hashim,6621,SF,428
Pahang,N.19 Jenderak,Jenderak,2,Tayub Bin Abdullah,6622,PAS,437
Pahang,N.19 Jenderak,Jenderak,3,Mohd. Arif Bin Mohamed,6623,BEBAS,693
Pahang,N.19 Jenderak,Jenderak,4,Mohd. Yusof Bin Haji Long,5554,PERIKATAN,2029
Pahang,N.20 Sanggang,Sanggang,1,Abdul Moin Bin Hj. Mohd. Taib,6625,SF,325
Pahang,N.20 Sanggang,Sanggang,2,Ishak Bin Abdullah,1490,PAS,1087
Pahang,N.20 Sanggang,Sanggang,3,Yahya Bin Mohd. Seh,6627,PERIKATAN,2238
Pahang,N.21 Jelai,Jelai,1,Wan Ibrahim Bin Wan Dol,6628,PAS,947
Pahang,N.21 Jelai,Jelai,2,Muhammad Nor Bin Sulaiman,5516,PERIKATAN,3259
Pahang,N.22 Kuala Lipis,Kuala Lipis,1,Nik Ahmad Bin Nik Man,494,PAS,315
Pahang,N.22 Kuala Lipis,Kuala Lipis,2,S. Gopal,6631,BEBAS,539
Pahang,N.22 Kuala Lipis,Kuala Lipis,3,Ong Seong Seung,6632,PERIKATAN,3053
Pahang,N.23 Tanjong Besar,Tanjong Besar,1,Kesah Bin Mohamed,6633,PAS,952
Pahang,N.23 Tanjong Besar,Tanjong Besar,2,Mohd. Khairuddin Bin Mohd. Kawi @ Khairuddin Kawi,5521,PERIKATAN,5234
Pahang,N.24 Jerantut,Jerantut,1,Ismail Bin Hussain,6635,SF,1099
Pahang,N.24 Jerantut,Jerantut,2,Solahuddin Bin Mohd. Ali,1206,PAS,924
