state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Pulau Pinang,N.01 Penaga,1,Abdul Razak Bin Ismail,11883,BN,25,4174
Pulau Pinang,N.01 Penaga,2,Mahfuz Bin Haji Omar,2046,PAS,3,2312
Pulau Pinang,N.02 Bertam,1,Abdul Rahman B. Hj. Abbas,11885,BN,25,6776
Pulau Pinang,N.02 Bertam,2,Md. Jamil Bin Abd. Rahman,11886,PAS,3,2806
Pulau Pinang,N.03 Pinang Tunggal,1,Yahaya Bin Abdul Hamid,11887,BN,25,3697
Pulau Pinang,N.03 Pinang Tunggal,2,Ahmad Bin Othman,580,DAP,18,358
Pulau Pinang,N.03 Pinang Tunggal,3,Hj. Ahmad Hasan Salahuddin Bin Hj. Mohb. Khalil,1437,PAS,3,2043
Pulau Pinang,N.04 Ara Rendang,1,Zakaria Bin Bakar,11890,BN,25,5306
Pulau Pinang,N.04 Ara Rendang,2,Mohd. Hamdan Bin Haji Abd. Rahman,11891,PAS,3,2215
Pulau Pinang,N.05 Sungai Dua,1,Mohd. Shariff Bin Hj. Omar,3691,BN,25,5922
Pulau Pinang,N.05 Sungai Dua,2,Mohd. Salleh Bin Man,2350,PAS,3,2323
Pulau Pinang,N.06 Telok Ayer Tawar,1,Abd. Roni Bin A. Hassan,11894,BN,25,4692
Pulau Pinang,N.06 Telok Ayer Tawar,2,Khalid Bin Man,11895,PAS,3,2121
Pulau Pinang,N.07 Bagan Jermal,1,Lim Hock Seng,2044,DAP,18,9966
Pulau Pinang,N.07 Bagan Jermal,2,Tan Swee Hueng,11897,BN,25,5896
Pulau Pinang,N.08 Mak Mandin,1,Ali Bin Kasim,10803,DAP,18,5925
Pulau Pinang,N.08 Mak Mandin,2,Dr Sak Cheng Lum,2045,BN,25,7567
Pulau Pinang,N.08 Mak Mandin,3,Lim Swee Hock,11900,SDP,33,540
Pulau Pinang,N.09 Prai,1,Subbiah A/L Thevarayan Chettiar,10810,BN,25,3445
Pulau Pinang,N.09 Prai,2,Shanmugam S/O Nadason,1154,DAP,18,5117
Pulau Pinang,N.09 Prai,3,Lim Eng Seng,8544,BEBAS,1,870
Pulau Pinang,N.10 Seberang Jaya,1,Ibrahim Bin Saad,2349,BN,25,4939
Pulau Pinang,N.10 Seberang Jaya,2,Koh Ah Toung @ Kamal Koh Bin Abdullah,1722,PAS,3,1036
Pulau Pinang,N.10 Seberang Jaya,3,Yeow Yu Beng,11906,DAP,18,2485
Pulau Pinang,N.11 Permatang Pasir,1,Ahmad Bin Awang,1411,PAS,3,3030
Pulau Pinang,N.11 Permatang Pasir,2,Md. Isa Bin Haji Ramli @ Haji Adnan Bin Haji Ramli,11908,BN,25,6086
Pulau Pinang,N.12 Penanti,1,Mazani Bin Abdullah,2352,PAS,3,2363
Pulau Pinang,N.12 Penanti,2,Yahaya Bin Jamaluddin,11910,BN,25,5467
