state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Opar,7379,5084,6,91
Sarawak,N.02 Tasik Biru,14983,9762,32,147
Sarawak,N.03 Tanjong Datu,7973,5381,4,66
Sarawak,N.04 Pantai Damai,12073,8388,21,97
Sarawak,N.05 Demak Laut,10080,6699,14,102
Sarawak,N.06 Tupong,14787,9328,27,103
Sarawak,N.07 Semariang,13498,8422,92,88
Sarawak,N.08 Satok,10835,5838,125,67
Sarawak,N.09 Padungan,24512,14755,50,118
Sarawak,N.10 Pending,29503,19203,217,94
Sarawak,N.11 Batu Lintang,24783,14345,64,76
Sarawak,N.12 Kota Sentosa,18934,12846,104,115
Sarawak,N.13 Batu Kawah,16237,9811,260,221
Sarawak,N.14 Asajaya,12016,9011,8,168
Sarawak,N.15 Muara Tuang,14303,10371,362,195
Sarawak,N.16 Bengoh,20077,11424,134,198
Sarawak,N.17 Tarat,15171,8678,10,216
Sarawak,N.18 Tebedu,11793,8094,11,125
Sarawak,N.19 Kedup,15994,9541,36,216
Sarawak,N.20 Sadong Jaya,6917,4642,3,67
Sarawak,N.21 Simunjan,9846,6320,21,77
Sarawak,N.22 Sebuyau,7549,5138,4,86
Sarawak,N.23 Lingga,7545,4684,12,52
Sarawak,N.24 Beting Maro,7267,4745,3,45
Sarawak,N.25 Balai Ringin,8244,5470,18,76
Sarawak,N.26 Bukit Begunan,7644,5249,5,85
Sarawak,N.27 Simanggang,9849,6249,74,145
Sarawak,N.28 Engkilili,9477,6518,4,56
Sarawak,N.29 Batang Air,7997,5864,10,70
Sarawak,N.30 Saribas,7145,4877,5,84
Sarawak,N.31 Layar,7415,5036,10,64
Sarawak,N.32 Bukit Saban,6876,4761,12,71
Sarawak,N.33 Kalaka,13379,9017,18,136
Sarawak,N.34 Krian,10429,7559,4,76
Sarawak,N.35 Belawai,8004,4985,0,97
Sarawak,N.36 Semop,9162,5854,0,122
Sarawak,N.37 Daro,7411,0,0,0
Sarawak,N.38 Jemoreng,8545,5521,1,96
Sarawak,N.39 Repok,16750,10556,43,85
Sarawak,N.40 Meradong,14584,9773,6,76
Sarawak,N.41 Pakan,9034,6609,1,95
Sarawak,N.42 Meluan,11169,7700,4,91
Sarawak,N.43 Ngemah,7849,5009,5,48
Sarawak,N.44 Machan,9966,5909,15,93
Sarawak,N.45 Bukit Assek,26002,16099,12,78
Sarawak,N.46 Dudong,21819,14579,59,210
Sarawak,N.47 Bawang Assan,16844,11172,0,68
Sarawak,N.48 Pelawan,22559,14587,17,83
Sarawak,N.49 Nangka,12973,7839,68,182
Sarawak,N.50 Dalat,11423,0,0,0
Sarawak,N.51 Balingian,11326,7178,15,103
Sarawak,N.52 Tamin,10900,7023,2,120
Sarawak,N.53 Kakus,9417,5493,11,73
Sarawak,N.54 Pelagus,13898,9401,44,125
Sarawak,N.55 Katibas,8146,4970,1,97
Sarawak,N.56 Baleh,9731,5956,3,95
Sarawak,N.57 Belaga,6691,4469,11,63
Sarawak,N.58 Jepak,12049,6905,3,87
Sarawak,N.59 Kidurong,23726,15495,39,86
Sarawak,N.60 Kemena,13338,8053,1,124
Sarawak,N.61 Bekenu,10095,5757,3,112
Sarawak,N.62 Lambir,11245,5935,5,102
Sarawak,N.63 Piasau,17256,9334,13,93
Sarawak,N.64 Pujut,20098,11789,96,77
Sarawak,N.65 Senadin,16925,9772,98,127
Sarawak,N.66 Marudi,12425,6472,6,69
Sarawak,N.67 Telang Usan,12793,6645,10,76
Sarawak,N.68 Bukit Kota,13328,7890,21,64
Sarawak,N.69 Bukit Danau,6889,4745,6,79
Sarawak,N.70 Ba'kelalan,6284,3680,1,26
Sarawak,N.71 Bukit Sari,9373,6086,27,44
