state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,1,Cikgu Wahid Rais,19849,PAS,3,5680
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,2,Kamarol Zaki Bin Haji Abdul Malik,19850,BN,25,7096
Selangor,N.02 Sabak,Sabak,1,Abdul Halim Bin Udin,19851,BN,25,9022
Selangor,N.02 Sabak,Sabak,2,Ustaz Sallehen Mukhyi,18230,PAS,3,9421
Selangor,N.03 Sungai Panjang,Sungai Panjang,1,Budiman Bin Mohd Zohdi,4161,BN,25,12606
Selangor,N.03 Sungai Panjang,Sungai Panjang,2,Ustaz Haji Fadzin,19854,PAS,3,10423
Selangor,N.04 Sekinchan,Sekinchan,1,Kek Seng Hooi,19855,BN,25,5868
Selangor,N.04 Sekinchan,Sekinchan,2,Ng Suee Lim,15601,DAP,18,8107
Selangor,N.05 Hulu Bernam,Hulu Bernam,1,Hj.Idris Ahmad,19857,PAS,3,7365
Selangor,N.05 Hulu Bernam,Hulu Bernam,2,Datuk Rosni Binti Sohar,19858,BN,25,10397
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,1,Nadarajah A/L Supramaniam,19859,BEBAS,1,108
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,2,Pritpal Singh A/L Mender Singh,19860,BEBAS,1,117
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,3,Jessie Ooi @ Ooi Hui Wen,19861,BN,25,7767
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,4,Yoong Tham Fook,19862,BEBAS,1,250
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,5,Lee Kee Hiong,14038,DAP,18,9469
Selangor,N.07 Batang Kali,Batang Kali,1,Dato Ramachandran,19864,PKR,11,15791
Selangor,N.07 Batang Kali,Batang Kali,2,Mustapa Kamal Bin Sapingi,19865,BEBAS,1,734
Selangor,N.07 Batang Kali,Batang Kali,3,Mustaf Bin Talib,19866,BEBAS,1,476
Selangor,N.07 Batang Kali,Batang Kali,4,Mat Nadzari Bin Ahmad Dahlan,19867,BN,25,21189
Selangor,N.08 Sungai Burong,Sungai Burong,1,Ustaz Mohamad Judi,19868,PAS,3,8451
Selangor,N.08 Sungai Burong,Sungai Burong,2,Dato' Mohd Shamsudin Bin Lias,18243,BN,25,11464
Selangor,N.09 Permatang,Permatang,1,Yahya Sahri,19870,PKR,11,8023
