state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Taboh Naning,11453,8101,0,152
Melaka,N.02 Sungai Bahru,9825,7382,0,157
Melaka,N.03 Machap,8061,6198,0,148
Melaka,N.04 Kelemak,9086,6778,0,196
Melaka,N.05 Masjid Tanah,10012,7291,0,167
Melaka,N.06 Batang Melaka,9608,7234,0,328
Melaka,N.07 Nyalas,9249,7238,0,154
Melaka,N.08 Ayer Panas,10282,7846,0,270
Melaka,N.09 Serkam,9210,7015,0,166
Melaka,N.10 Sungai Rambai,8239,6222,0,208
Melaka,N.11 Tanjong Minyak,12318,0,0,0
Melaka,N.12 Ayer Keroh,12769,9964,0,199
Melaka,N.13 Ayer Molek,9243,0,0,0
Melaka,N.14 Sungai Udang,9934,7424,0,270
Melaka,N.15 Bukit Rambai,10047,0,0,0
Melaka,N.16 Pringgit,16479,12845,0,226
Melaka,N.17 Tranquerah,14352,11364,0,244
Melaka,N.18 Kubu,13515,10775,0,205
Melaka,N.19 Durian Daun,12653,9855,0,180
Melaka,N.20 Bandar Hilir,12901,10050,0,175
