state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,24097,19055,34,344
Kelantan,N.02 Kelaboran,Kelaboran,22180,18431,38,300
Kelantan,N.03 Pasir Pekan,Pasir Pekan,26854,23107,54,289
Kelantan,N.04 Wakaf Bharu,Wakaf Bharu,25501,22369,60,257
Kelantan,N.05 Kijang,Kijang,19329,16385,60,204
Kelantan,N.06 Chempaka,Chempaka,21364,18413,56,237
Kelantan,N.07 Panchor,Panchor,23716,20187,80,209
Kelantan,N.08 Tanjong Mas,Tanjong Mas,27514,22512,61,198
Kelantan,N.09 Kota Lama,Kota Lama,28248,22399,52,275
Kelantan,N.10 Bunut Payung,Bunut Payung,25506,21366,75,189
Kelantan,N.11 Tendong,Tendong,21281,18148,65,267
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,27327,22454,95,278
Kelantan,N.13 Chetok,Chetok,23357,19566,91,304
Kelantan,N.14 Meranti,Meranti,16528,13352,47,194
Kelantan,N.15 Gual Periok,Gual Periok,21387,16114,41,240
Kelantan,N.16 Bukit Tuku,Bukit Tuku,14988,12468,30,179
Kelantan,N.17 Salor,Salor,20011,17042,67,196
Kelantan,N.18 Pasir Tumboh,Pasir Tumboh,18518,15661,48,170
Kelantan,N.19 Demit,Demit,26861,22405,95,287
Kelantan,N.20 Tawang,Tawang,27585,24374,71,289
Kelantan,N.21 Perupok,Perupok,26913,23662,73,337
Kelantan,N.22 Jelawat,Jelawat,27068,23756,65,349
Kelantan,N.23 Melor,Melor,22094,19014,51,272
Kelantan,N.24 Kadok,Kadok,17107,14713,59,245
Kelantan,N.25 Kok Lanas,Kok Lanas,23016,20179,70,198
Kelantan,N.26 Bukit Panau,Bukit Panau,27405,23185,82,259
Kelantan,N.27 Gual Ipoh,Gual Ipoh,16423,14186,30,182
Kelantan,N.28 Kemahang,Kemahang,14409,12638,30,138
Kelantan,N.29 Selising,Selising,18058,15626,53,236
Kelantan,N.30 Limbongan,Limbongan,23827,20266,88,260
Kelantan,N.31 Semerak,Semerak,18269,16129,37,189
Kelantan,N.32 Gaal,Gaal,16105,14234,31,149
Kelantan,N.33 Pulai Chondong,Pulai Chondong,18875,16403,51,179
Kelantan,N.34 Temangan,Temangan,17966,15625,27,167
Kelantan,N.35 Kemuning,Kemuning,22385,19344,52,228
Kelantan,N.36 Bukit Bunga,Bukit Bunga,16609,14053,26,176
Kelantan,N.37 Air Lanas,Air Lanas,15007,13365,36,166
Kelantan,N.38 Kuala Balah,Kuala Balah,11608,10453,22,161
Kelantan,N.39 Mengkebang,Mengkebang,17674,15652,33,221
Kelantan,N.40 Guchil,Guchil,19088,15678,49,332
Kelantan,N.41 Manek Urai,Manek Urai,15879,14169,38,160
Kelantan,N.42 Dabong,Dabong,10460,9144,11,138
Kelantan,N.43 Nenggiri,Nenggiri,11572,10153,20,306
Kelantan,N.44 Paloh,Paloh,13642,12036,19,260
Kelantan,N.45 Galas,Galas,14962,12908,24,273
