state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Johor,N.01 Bukit Serampang,1,Abd. Rahman Bin Mahmud,7188,PERIKATAN,2,9108
Johor,N.01 Bukit Serampang,2,Samingan Bin Rabikun,7189,PAS,3,1227
Johor,N.02 Jorak,1,Dato' Haji Osman Bin Saad,7190,PERIKATAN,2,0
Johor,N.03 Labis,1,Chiang Kee Foon @ Teo Ah Khiang,7191,PERIKATAN,2,8683
Johor,N.03 Labis,2,Abdul Rahman Abdul Rasool,706,BEBAS,1,1788
Johor,N.04 Bekok,1,Sim Kim Chong @ Siew Ah See,7193,PERIKATAN,2,4826
Johor,N.04 Bekok,2,Tee @ Bong Hing,7194,BEBAS,1,4046
Johor,N.05 Bandar Maharani,1,Chua Song Lim,5275,PERIKATAN,2,6311
Johor,N.05 Bandar Maharani,2,Khoo Sim Geok @ Khoo Chin Tow,707,DAP,18,4532
Johor,N.06 Parit Bakar,1,Haji Aziz Bin Ishak,7197,PERIKATAN,2,0
Johor,N.07 Parit Jawa,1,Datin Zaharah Binti Abdul Majid,7198,PERIKATAN,2,0
Johor,N.08 Simpang Kiri,1,Haji Othman Bin Haji Taib,6337,PERIKATAN,2,8942
Johor,N.08 Simpang Kiri,2,Md. Sum Bin Dawi,7200,PAS,3,2985
Johor,N.09 Broleh,1,Mohd. Salleh Bin Haji Tahir,6338,PERIKATAN,2,5632
Johor,N.09 Broleh,2,Chian Heng Kai @ Chin Soo Ha,1189,DAP,18,4724
Johor,N.10 Bandar Penggaram,1,Ting Pik Hong @ Tan Siew Yong,7203,PERIKATAN,2,4529
Johor,N.10 Bandar Penggaram,2,Othman Bin Ludin @ Abd. Hamid Bin Ludin,7204,BEBAS,1,3055
Johor,N.11 Tanjong Sembrong,1,Redzuan Bin Haji Salim @ Ridwan Salim Bilal,7205,PERIKATAN,2,8139
Johor,N.11 Tanjong Sembrong,2,Jailani Bin Haji Amri,7206,PAS,3,2341
Johor,N.12 Ayer Hitam,1,Yusa Bin Haji Nawawi,6348,PERIKATAN,2,7054
Johor,N.12 Ayer Hitam,2,Sakroni Bin Ahmad,550,GERAKAN,21,1778
Johor,N.12 Ayer Hitam,3,Sharudin Bin Dapati,7209,PAS,3,1189
Johor,N.13 Gunong Lambak,1,Lee Kaw,708,DAP,18,4684
Johor,N.13 Gunong Lambak,2,Siew Teng Yhoi,6350,PERIKATAN,2,3580
Johor,N.13 Gunong Lambak,3,Osman Bin Abu Bakar,854,PR,23,380
Johor,N.14 Sri Lalang,1,Loh Fook Yen,1013,PERIKATAN,2,4744
Johor,N.14 Sri Lalang,2,Tan Khim Seck,7214,BEBAS,1,2427
Johor,N.14 Sri Lalang,3,Mohd. Amin Bin Ahmad,7215,PR,23,719
Johor,N.15 Kota Tinggi,1,Tan Seng Toon,6356,PERIKATAN,2,3835
Johor,N.15 Kota Tinggi,2,"Liew Philip, Teck Hong",7217,GERAKAN,21,1835
Johor,N.16 Johore Lama,1,Ismail Bin Sa'Adon,5221,PERIKATAN,2,3026
Johor,N.16 Johore Lama,2,Tunku Mohamed Archibald Ibni H.J.T.T. Ahmad,710,GERAKAN,21,1259
Johor,N.17 Rengit,1,Jalok Bin Daing Malibok,7220,PERIKATAN,2,6244
Johor,N.17 Rengit,2,Md. Sulaiman @ Mohamed Bin Haji Anuar,7221,PAS,3,3536
Johor,N.18 Benut,1,Haji Talib Bin Ali,7222,PERIKATAN,2,6318
Johor,N.18 Benut,2,M. Amin Bin Haji Hanan,7223,BEBAS,1,1790
Johor,N.18 Benut,3,Md. Turus Bin Dg Melbek,6361,PAS,3,1630
Johor,N.19 Pontian Dalam,1,Mohamed Yassin Bin Abd. Rahman,7225,PERIKATAN,2,6675
Johor,N.19 Pontian Dalam,2,Ghazali Bin Bachik @ Bachi,7226,BEBAS,1,3337
Johor,N.20 Pontian Kechil,1,Abdullah Bin Haji Sudin,6367,BEBAS,1,5688
Johor,N.20 Pontian Kechil,2,Syed Ibrahim Bin Hussein,6368,PERIKATAN,2,4462
Johor,N.20 Pontian Kechil,3,Muhamad @ Abdul Jamil Bin Sulaiman,7229,PAS,3,186
Johor,N.21 Rengam,1,Syed Zain Bin Idrus,7230,PERIKATAN,2,6707
Johor,N.21 Rengam,2,Krishna Nair Raman,7231,DAP,18,3378
Johor,N.22 Senai-Kulai,1,Lau Tong,7232,PERIKATAN,2,5330
Johor,N.22 Senai-Kulai,2,Lee Kuo Ming @ Lee Kok Bin,713,DAP,18,3854
Johor,N.23 Plentong,1,Hasnah Binti Ahmad,6375,PERIKATAN,2,6209
Johor,N.23 Plentong,2,Ali Bin Ibrahim,7235,DAP,18,3405
Johor,N.24 Tanjong Petri,1,Abdul Hamid Bin Haji Rahmat,7236,PERIKATAN,2,5487
Johor,N.24 Tanjong Petri,2,Lee Ah Meng,135,DAP,18,3906
Johor,N.25 Glang Patah,1,Syed Mohamad Bin Idrus,5235,PERIKATAN,2,5820
Johor,N.25 Glang Patah,2,Ahmad Bin Abdullah,157,DAP,18,2295
Johor,N.26 Tampoi,1,Ellas Bin Udin,7240,PERIKATAN,2,5589
Johor,N.26 Tampoi,2,Daing Ibrahim Bin Othman,716,DAP,18,3767
Johor,N.26 Tampoi,3,Abd Hamid Bin Mohd. Katan,7242,PR,23,393
Johor,N.27 Endau,1,Ramli Bin Haji Othman,7243,PERIKATAN,2,4863
Johor,N.27 Endau,2,Ibrahim Bin Abdullah,7244,PAS,3,1835
Johor,N.28 Mersing,1,Poh Swee Lim,5220,PERIKATAN,2,0
Johor,N.29 Batu Anam,1,G. Pasamanickam,7246,PERIKATAN,2,5549
Johor,N.29 Batu Anam,2,Quek Kow Hia @ Quek Swee Siang,1280,DAP,18,2499
Johor,N.30 Bandar Segamat,1,Tan Peng Khoon,5256,PERIKATAN,2,4230
Johor,N.30 Bandar Segamat,2,Tan Thian San @ Tan Tiang Sang,720,DAP,18,3739
Johor,N.30 Bandar Segamat,3,Haji Hassan Bin Hussein,7250,PAS,3,304
Johor,N.31 Tangkak,1,Lai Kuen Tee,5282,PERIKATAN,2,6632
Johor,N.31 Tangkak,2,Chiam Tau Boon,7252,DAP,18,4293
Johor,N.32 Serom,1,Ngah Bin A. Rahman,1555,PERIKATAN,2,8776
Johor,N.32 Serom,2,Roso Bin Jamilin,7254,PAS,3,1412
