state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Pengkalan Kubor,36492,22262,21,195
Kelantan,N.02 Kelaboran,38198,22655,29,218
Kelantan,N.03 Pasir Pekan,39119,24988,54,179
Kelantan,N.04 Wakaf Bharu,36439,23149,38,194
Kelantan,N.05 Kijang,30405,19363,21,146
Kelantan,N.06 Chempaka,34641,22691,28,197
Kelantan,N.07 Panchor,42768,27140,108,318
Kelantan,N.08 Tanjong Mas,45579,26672,62,145
Kelantan,N.09 Kota Lama,33043,19610,27,192
Kelantan,N.10 Bunut Payong,36844,22335,57,114
Kelantan,N.11 Tendong,31768,20175,26,189
Kelantan,N.12 Pengkalan Pasir,33007,18701,42,166
Kelantan,N.13 Meranti,29980,17528,39,123
Kelantan,N.14 Chetok,29111,16581,29,147
Kelantan,N.15 Gual Periok,36081,18220,36,179
Kelantan,N.16 Apam Putra,28834,17520,19,148
Kelantan,N.17 Salor,36294,22545,60,159
Kelantan,N.18 Pasir Tumboh,37498,23493,76,163
Kelantan,N.19 Demit,40561,24999,74,144
Kelantan,N.20 Tawang,43441,27623,60,215
Kelantan,N.21 Pantai Irama,40512,25344,31,204
Kelantan,N.22 Jelawat,40012,24674,36,199
Kelantan,N.23 Melor,28387,18246,26,127
Kelantan,N.24 Kadok,21833,13892,34,109
Kelantan,N.25 Kok Lanas,35679,23419,37,645
Kelantan,N.26 Bukit Panau,50237,28780,76,168
Kelantan,N.27 Gual Ipoh,25718,14822,25,109
Kelantan,N.28 Kemahang,23258,13535,12,84
Kelantan,N.29 Selising,28725,18222,28,135
Kelantan,N.30 Limbongan,35393,20973,30,157
Kelantan,N.31 Semerak,26781,17369,24,111
Kelantan,N.32 Gaal,22671,14428,15,114
Kelantan,N.33 Pulai Chondong,28169,17356,33,88
Kelantan,N.34 Temangan,26012,15764,21,118
Kelantan,N.35 Kemuning,35015,20850,38,163
Kelantan,N.36 Bukit Bunga,21722,13078,17,133
Kelantan,N.37 Air Lanas,22468,14209,20,128
Kelantan,N.38 Kuala Balah,15704,9869,10,88
Kelantan,N.39 Mengkebang,26843,16135,31,169
Kelantan,N.40 Guchil,27785,15480,21,101
Kelantan,N.41 Manek Urai,22611,13346,13,113
Kelantan,N.42 Dabong,15255,9243,39,106
Kelantan,N.43 Nenggiri,20219,12351,7,120
Kelantan,N.44 Paloh,21162,12714,13,92
Kelantan,N.45 Galas,29638,18314,27,140
