state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Kaki Bukit,3844,3259,0,54
Perlis,N.02 Paya,3799,3305,0,44
Perlis,N.03 Mata Ayer,3218,2572,0,130
Perlis,N.04 Kangar Town,1965,1439,0,16
Perlis,N.05 Sena,3024,2493,0,23
Perlis,N.06 Bintong,3710,3137,0,39
Perlis,N.07 Kurong Anai,3115,2458,0,74
Perlis,N.08 Arau,3209,2484,0,90
Perlis,N.09 Hutan Aji,3223,2522,0,61
Perlis,N.10 Kayang,3174,2612,0,46
Perlis,N.11 Kuala Perlis,2577,2126,0,35
Perlis,N.12 Sanglang,3497,2824,0,30
