state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Johor,N.01 Buloh Kasap,Buloh Kasap,28481,16255,67,464
Johor,N.02 Jementah,Jementah,41221,22146,104,348
Johor,N.03 Pemanis,Pemanis,29923,17640,98,301
Johor,N.04 Kemelah,Kemelah,33702,18770,80,412
Johor,N.05 Tenang,Tenang,22613,12317,59,281
Johor,N.06 Bekok,Bekok,27426,14071,86,271
Johor,N.07 Bukit Kepong,Bukit Kepong,37495,22874,85,486
Johor,N.08 Bukit Pasir,Bukit Pasir,32213,19281,63,381
Johor,N.09 Gambir,Gambir,29434,18053,245,305
Johor,N.10 Tangkak,Tangkak,35554,20247,81,326
Johor,N.11 Serom,Serom,39018,22651,108,387
Johor,N.12 Bentayan,Bentayan,34728,17334,91,239
Johor,N.13 Simpang Jeram,Simpang Jeram,40014,21897,141,387
Johor,N.14 Bukit Naning,Bukit Naning,22594,14550,56,238
Johor,N.15 Maharani,Maharani,38596,21523,151,356
Johor,N.16 Sungai Balang,Sungai Balang,30121,18624,93,331
Johor,N.17 Semerah,Semerah,46640,28620,161,543
Johor,N.18 Sri Medan,Sri Medan,32696,22241,139,350
Johor,N.19 Yong Peng,Yong Peng,33053,19017,83,254
Johor,N.20 Semarang,Semarang,27734,18513,224,330
Johor,N.21 Parit Yaani,Parit Yaani,41851,24101,157,424
Johor,N.22 Parit Raja,Parit Raja,36059,21957,164,341
Johor,N.23 Penggaram,Penggaram,69092,35024,228,870
Johor,N.24 Senggarang,Senggarang,37374,22139,158,424
Johor,N.25 Rengit,Rengit,27123,16598,95,346
Johor,N.26 Machap,Machap,33764,20018,120,425
Johor,N.27 Layang-Layang,Layang-Layang,25147,14181,71,381
Johor,N.28 Mengkibol,Mengkibol,66362,34455,246,574
Johor,N.29 Mahkota,Mahkota,65074,37316,286,805
Johor,N.30 Paloh,Paloh,25831,15176,81,424
Johor,N.31 Kahang,Kahang,29343,17288,95,465
Johor,N.32 Endau,Endau,27924,15474,61,212
Johor,N.33 Tenggaroh,Tenggaroh,38408,21982,117,423
Johor,N.34 Panti,Panti,38408,22435,102,341
Johor,N.35 Pasir Raja,Pasir Raja,28045,16492,88,289
Johor,N.36 Sedili,Sedili,28659,19377,77,309
Johor,N.37 Johor Lama,Johor Lama,32658,20444,73,273
Johor,N.38 Penawar,Penawar,29933,18897,70,300
Johor,N.39 Tanjung Surat,Tanjung Surat,25132,15048,81,260
Johor,N.40 Tiram,Tiram,105707,57938,468,1053
Johor,N.41 Puteri Wangsa,Puteri Wangsa,112804,54063,341,774
Johor,N.42 Johor Jaya,Johor Jaya,91882,48902,243,1262
Johor,N.43 Permas,Permas,103598,57658,607,1024
Johor,N.44 Larkin,Larkin,76004,39329,264,632
Johor,N.45 Stulang,Stulang,60577,28490,184,432
Johor,N.46 Perling,Perling,101263,43826,393,695
Johor,N.47 Kempas,Kempas,62011,31254,235,392
Johor,N.48 Skudai,Skudai,102828,46144,507,604
Johor,N.49 Kota Iskandar,Kota Iskandar,116415,58507,755,1038
Johor,N.50 Bukit Permai,Bukit Permai,39611,23088,115,457
Johor,N.51 Bukit Batu,Bukit Batu,46237,24820,117,624
Johor,N.52 Senai,Senai,63717,32580,192,457
Johor,N.53 Benut,Benut,28165,17678,106,300
Johor,N.54 Pulai Sebatang,Pulai Sebatang,46991,25616,156,543
Johor,N.55 Pekan Nanas,Pekan Nanas,35865,21835,108,335
Johor,N.56 Kukup,Kukup,34624,19819,82,455
