state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,12611,9283,4,294
Selangor,N.02 Sabak,Sabak,18251,13804,3,329
Selangor,N.03 Sungai Panjang,Sungai Panjang,18052,14269,0,329
Selangor,N.04 Sekinchan,Sekinchan,12949,9848,0,386
Selangor,N.05 Hulu Bernam,Hulu Bernam,17482,12303,16,310
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,18419,13091,6,531
Selangor,N.07 Batang Kali,Batang Kali,22632,17386,6,412
Selangor,N.08 Sungai Burong,Sungai Burong,18428,14395,0,273
Selangor,N.09 Permatang,Permatang,17388,12752,0,355
Selangor,N.10 Bukit Melawati,Bukit Melawati,12421,8799,18,206
Selangor,N.11 Ijok,Ijok,12404,9376,32,254
Selangor,N.12 Jeram,Jeram,16887,13128,113,314
Selangor,N.13 Kuang,Kuang,15328,11667,212,288
Selangor,N.14 Rawang,Rawang,20393,13929,23,382
Selangor,N.15 Taman Templer,Taman Templer,35431,26416,547,422
Selangor,N.16 Batu Caves,Batu Caves,23544,17318,80,295
Selangor,N.17 Gombak Setia,Gombak Setia,32701,22447,0,163
Selangor,N.18 Hulu Kelang,Hulu Kelang,35980,27499,3,180
Selangor,N.19 Bukit Antarabangsa,Bukit Antarabangsa,30832,22255,58,268
Selangor,N.20 Lembah Jaya,Lembah Jaya,35794,25230,17,336
Selangor,N.21 Chempaka,Chempaka,30903,19537,41,243
Selangor,N.22 Teratai,Teratai,26981,20496,22,955
Selangor,N.23 Dusun Tua,Dusun Tua,27997,21377,386,344
Selangor,N.24 Semenyih,Semenyih,25018,19055,0,350
Selangor,N.25 Kajang,Kajang,26984,20511,0,524
Selangor,N.26 Bangi,Bangi,28317,21709,45,246
Selangor,N.27 Balakong,Balakong,22683,16764,27,327
Selangor,N.28 Seri Kembangan,Seri Kembangan,27837,21354,0,359
Selangor,N.29 Seri Serdang,Seri Serdang,39688,26014,78,389
Selangor,N.30 Kinrara,Kinrara,20006,14473,0,416
Selangor,N.31 Subang Jaya,Subang Jaya,38606,0,0,0
Selangor,N.32 Seri Setia,Seri Setia,33912,23159,45,433
Selangor,N.33 Taman Medan,Taman Medan,38910,27419,20,612
Selangor,N.34 Bukit Gasing,Bukit Gasing,34593,22323,23,267
Selangor,N.35 Kampung Tunku,Kampung Tunku,30877,20616,0,270
Selangor,N.36 Damansara Utama,Damansara Utama,45058,31830,23,374
Selangor,N.37 Bukit Lanjan,Bukit Lanjan,20104,14907,12,314
Selangor,N.38 Paya Jaraa,Paya Jaraa,24616,18352,23,241
Selangor,N.39 Kota Damansara,Kota Damansara,24019,18697,538,406
Selangor,N.40 Kota Anggerik,Kota Anggerik,34198,26032,207,320
Selangor,N.41 Batu Tiga,Batu Tiga,34972,26305,7,353
Selangor,N.42 Meru,Meru,26737,19904,4,299
Selangor,N.43 Sementa,Sementa,25803,18694,0,387
Selangor,N.44 Sungai Pinang,Sungai Pinang,24514,17744,2,387
Selangor,N.45 Selat Kelang,Selat Kelang,27131,19447,3,343
Selangor,N.46 Pelabuhan Klang,Pelabuhan Klang,25871,17955,4,564
Selangor,N.47 Pandamaran,Pandamaran,25123,18147,6,364
Selangor,N.48 Kota Alam Shah,Kota Alam Shah,23068,16173,50,248
Selangor,N.49 Seri Andalas,Seri Andalas,32199,24532,0,542
Selangor,N.50 Sri Muda,Sri Muda,26175,20220,3,264
Selangor,N.51 Sijangkang,Sijangkang,21329,16735,461,360
Selangor,N.52 Teluk Datuk,Teluk Datuk,17549,13708,130,474
Selangor,N.53 Morib,Morib,24273,18413,88,441
Selangor,N.54 Tanjong Sepat,Tanjong Sepat,18116,13896,0,295
Selangor,N.55 Dengkil,Dengkil,23695,17730,13,421
Selangor,N.56 Sungai Pelek,Sungai Pelek,16485,12166,64,515
