state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Titi Tinggi,Titi Tinggi,6771,5303,515,116
Perlis,N.02 Beseri,Beseri,6871,5069,230,110
Perlis,N.03 Chuping,Chuping,7501,6399,1,146
Perlis,N.04 Mata Ayer,Mata Ayer,4880,4093,250,71
Perlis,N.05 Santan,Santan,6455,5509,87,87
Perlis,N.06 Bintong,Bintong,7751,6399,0,135
Perlis,N.07 Sena,Sena,7490,6060,75,107
Perlis,N.08 Indera Kayangan,Indera Kayangan,7977,6026,196,154
Perlis,N.09 Kuala Perlis,Kuala Perlis,7426,5824,22,148
Perlis,N.10 Kayang,Kayang,6580,5464,6,139
Perlis,N.11 Pauh,Pauh,7334,5860,45,172
Perlis,N.12 Tambun Tulang,Tambun Tulang,7467,6177,2,124
Perlis,N.13 Guar Sanji,Guar Sanji,7302,6157,1,123
Perlis,N.14 Simpang Empat,Simpang Empat,6258,5033,6,107
Perlis,N.15 Sanglang,Sanglang,7670,6246,2,87
