state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Selangor,N.01 Kepong,Kepong,1,Chan Keong Hon,5859,PERIKATAN,2,5305
Selangor,N.01 Kepong,Kepong,2,Ng Ann Teck,319,SF,8,4576
Selangor,N.02 Penchala,Penchala,1,Y. P. Liu,335,SF,8,2133
Selangor,N.02 Penchala,Penchala,2,Lim Jew Siang,5862,PERIKATAN,2,2299
Selangor,N.03 Pantai,Pantai,1,Teh Hung Kiat,5863,PERIKATAN,2,4105
Selangor,N.03 Pantai,Pantai,2,R. Madhavan,352,PPP,4,82
Selangor,N.03 Pantai,Pantai,3,V. David,322,SF,8,4295
Selangor,N.04 Salak,Salak,1,Douglas K. K. Lee,5866,PERIKATAN,2,6291
Selangor,N.04 Salak,Salak,2,Kong Chee Ken,5867,SF,8,409
Selangor,N.04 Salak,Salak,3,Chew Choo Soot,508,PPP,4,4059
Selangor,N.04 Salak,Salak,4,Koh Pooi Kee,323,BEBAS,1,4304
Selangor,N.05 Bukit Nanas,Bukit Nanas,1,Lee Yoon Thim,5870,PERIKATAN,2,4749
Selangor,N.05 Bukit Nanas,Bukit Nanas,2,Americk Singh Gill,5871,SF,8,4150
Selangor,N.06 Kampong Bahru,Kampong Bahru,1,Abdullah Yassin,5872,PERIKATAN,2,2703
Selangor,N.06 Kampong Bahru,Kampong Bahru,2,Kamarudin Bin Abu Hassan,5873,SF,8,1447
Selangor,N.06 Kampong Bahru,Kampong Bahru,3,Syed Ibrahim Bin Syed Salim,348,PAS,3,1086
Selangor,N.07 Ampang,Ampang,1,Mahyeeddin Bin Mohd. Zakaria,5875,PERIKATAN,2,3579
Selangor,N.07 Ampang,Ampang,2,Mohd. Yusof Bin S. Betuah,5876,SF,8,2585
Selangor,N.07 Ampang,Ampang,3,Aziz Bin Abdullah,5877,NEG,9,247
Selangor,N.07 Ampang,Ampang,4,Mamat Alias Abdul Samad Bin Md. Salleh,5878,SF,8,853
Selangor,N.08 Sentul,Sentul,1,Abdul Aziz Bin Ismail,5879,PAS,3,848
Selangor,N.08 Sentul,Sentul,2,Mrs. Devaki Krishnan,5880,PERIKATAN,2,2413
Selangor,N.08 Sentul,Sentul,3,Nazar Nong,327,SF,8,2965
Selangor,N.09 Ulu Bernam,Ulu Bernam,1,Hj. Nor Bin Haji Yusof,5882,PERIKATAN,2,3392
Selangor,N.09 Ulu Bernam,Ulu Bernam,2,Abdullah Bin Haji Zainal,5883,SF,8,1755
Selangor,N.10 Serendah,Serendah,1,G. Leo,5884,PERIKATAN,2,2116
Selangor,N.10 Serendah,Serendah,2,Rajah,5885,BEBAS,1,3682
Selangor,N.11 Kuang,Kuang,1,Chong Shih Guan,5886,PERIKATAN,2,3923
Selangor,N.11 Kuang,Kuang,2,Abdullah Bin Mat Junan,340,PAS,3,1452
