state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Titi Tinggi,Titi Tinggi,6152,4389,0,208
Perlis,N.02 Beseri,Beseri,6138,4460,0,169
Perlis,N.03 Oran,Oran,6642,5260,0,235
Perlis,N.04 Padang Pauh,Padang Pauh,6234,4632,0,155
Perlis,N.05 Bintong,Bintong,6411,4748,0,230
Perlis,N.06 Sena,Sena,5573,3902,0,131
Perlis,N.07 Indera Kayangan,Indera Kayangan,7932,5545,0,141
Perlis,N.08 Kuala Perlis,Kuala Perlis,5841,4373,0,158
Perlis,N.09 Kayang,Kayang,6107,4481,0,195
Perlis,N.10 Utan Aji,Utan Aji,4832,3643,0,113
Perlis,N.11 Kota Raja,Kota Raja,6788,4823,0,201
Perlis,N.12 Guar Sanji,Guar Sanji,5951,4373,0,177
Perlis,N.13 Kurong Anai,Kurong Anai,4406,3389,0,143
Perlis,N.14 Sanglang,Sanglang,6387,4992,0,173
