state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Perak,N.01 Temengor,Temengor,1,Wan Mohamed Bin Wan Teh,7619,BN,25,0
Perak,N.02 Kenering,Kenering,1,Tan Sri Mohamad Ghazali Bin Haji Jawi,8615,BN,25,6369
Perak,N.02 Kenering,Kenering,2,Zaharah Binti Ibrahim,8616,DAP,18,1151
Perak,N.03 Selama,Selama,1,Abd. Aziz Bin Haji Amad,8617,BN,25,4413
Perak,N.03 Selama,Selama,2,Haji Mohamad Adnan Bin Haji Mohamad Ariffin,8618,BEBAS,1,2373
Perak,N.04 Batu Kurau,Batu Kurau,1,Tajudin Bin Ali,442,BN,25,6735
Perak,N.04 Batu Kurau,Batu Kurau,2,Abd. Rahman Bin Lembut,8620,BEBAS,1,1383
Perak,N.05 Simpang Lima,Simpang Lima,1,Ismail Abd. Rauf,8621,BN,25,5975
Perak,N.05 Simpang Lima,Simpang Lima,2,Kadir Bin Haji Idris,8622,BEBAS,1,4323
Perak,N.06 Kuala Kurau,Kuala Kurau,1,Zakaria Johor Ali,8623,BN,25,6932
Perak,N.06 Kuala Kurau,Kuala Kurau,2,Semangun @ Suaib Bin Harun,8624,BEBAS,1,5019
Perak,N.07 Alor Pongsu,Alor Pongsu,1,Masud Bin Untoi,5722,BN,25,0
Perak,N.08 Gunong Semanggol,Gunong Semanggol,1,Baharuddin Bin Haji Latif,8626,BN,25,0
Perak,N.09 Lintang,Lintang,1,Mohamed Bashir H. M. Bahari,8627,BN,25,6042
Perak,N.09 Lintang,Lintang,2,Zainuddin Bin Itam Abd. Samad,8628,DAP,18,1969
Perak,N.09 Lintang,Lintang,3,M. Maniam,8629,PEKEMAS,27,193
Perak,N.10 Jalong,Jalong,1,Ngan Siong Hing,926,DAP,18,6304
Perak,N.10 Jalong,Jalong,2,Soo How Yin,8631,BN,25,3029
Perak,N.10 Jalong,Jalong,3,Balakrishnan S/O Kannan,8632,BEBAS,1,439
Perak,N.10 Jalong,Jalong,4,R. C. M. Rayan,930,BEBAS,1,321
Perak,N.11 Kamunting,Kamunting,1,Cheong Kim Foong,8634,BN,25,5868
Perak,N.11 Kamunting,Kamunting,2,Cherose Bin Haji Abdullah,8635,DAP,18,2390
Perak,N.11 Kamunting,Kamunting,3,Choe Soe Leng,8636,PEKEMAS,27,331
Perak,N.11 Kamunting,Kamunting,4,Haji Harun Bin Musa,5743,BEBAS,1,227
Perak,N.12 Kelian Pauh,Kelian Pauh,1,Lim Eng Chuan,449,DAP,18,9224
Perak,N.12 Kelian Pauh,Kelian Pauh,2,Hew Chai Kee,641,BN,25,7452
Perak,N.12 Kelian Pauh,Kelian Pauh,3,Tan Kok Kong,920,PEKEMAS,27,632
Perak,N.12 Kelian Pauh,Kelian Pauh,4,Ng Hoe Hun,626,BEBAS,1,283
Perak,N.13 Changkat Jering,Changkat Jering,1,Ang Chin Wah,7638,BN,25,5861
Perak,N.13 Changkat Jering,Changkat Jering,2,Mohd. Fadlan Bin Yahaya,919,DAP,18,2598
