state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Kuala Klawang,10436,8244,0,163
Negeri Sembilan,N.02 Pertang,8520,6779,0,168
Negeri Sembilan,N.03 Bahau,13723,10342,0,56
Negeri Sembilan,N.04 Jempol,6054,0,0,0
Negeri Sembilan,N.05 Lenggeng,12087,9246,0,219
Negeri Sembilan,N.06 Pantai,10811,8187,0,152
Negeri Sembilan,N.07 Labu,10746,8369,0,210
Negeri Sembilan,N.08 Rantau,7600,5849,0,124
Negeri Sembilan,N.09 Rasah,14928,11891,0,275
Negeri Sembilan,N.10 Rahang,18988,14529,0,288
Negeri Sembilan,N.11 Sungai Ujong,18932,14420,0,256
Negeri Sembilan,N.12 Terentang,7891,6049,0,217
Negeri Sembilan,N.13 Seri Menanti,6631,4928,0,190
Negeri Sembilan,N.14 Ulu Muar,7212,5704,0,207
Negeri Sembilan,N.15 Pilah,11696,8728,0,264
Negeri Sembilan,N.16 Johol,7154,5335,0,299
Negeri Sembilan,N.17 Jimah,11451,9313,0,326
Negeri Sembilan,N.18 Si Rusa,11117,8357,0,238
Negeri Sembilan,N.19 Pasir Panjang,8263,5841,0,156
Negeri Sembilan,N.20 Linggi,8144,0,0,0
Negeri Sembilan,N.21 Kota,9238,7123,0,204
Negeri Sembilan,N.22 Gemenceh,13583,9455,0,65
Negeri Sembilan,N.23 Gemas,12172,9524,0,371
Negeri Sembilan,N.24 Rompin,14255,11143,0,102
