state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pahang,N.01 Cameron Highlands,13352,8759,81,361
Pahang,N.02 Jelai,8443,5462,18,215
Pahang,N.03 Padang Tengku,9097,6567,25,9
Pahang,N.04 Ceka,11464,7954,148,809
Pahang,N.05 Benta,8751,6143,182,174
Pahang,N.06 Batu Talam,10364,7576,0,175
Pahang,N.07 Teras,19853,14132,198,216
Pahang,N.08 Dong,12485,8995,0,269
Pahang,N.09 Tahan,9458,6987,17,218
Pahang,N.10 Damak,16064,11417,110,348
Pahang,N.11 Pulau Tawar,14414,11382,19,286
Pahang,N.12 Beserah,20172,15371,686,689
Pahang,N.13 Teruntum,23118,15788,130,376
Pahang,N.14 Indera Mahkota,22349,16393,542,594
Pahang,N.15 Sungai Lembing,11906,8807,38,256
Pahang,N.16 Lepar,16626,14184,1367,747
Pahang,N.17 Penur,19152,14305,45,305
Pahang,N.18 Kuala Pahang,13078,9423,384,264
Pahang,N.19 Bebar,10514,7598,53,304
Pahang,N.20 Cini,10715,7843,86,224
Pahang,N.21 Luit,8586,6120,40,168
Pahang,N.22 Hulu Jempul,10815,8234,26,249
Pahang,N.23 Jengka,12099,10069,26,151
Pahang,N.24 Cenur,8814,7397,23,177
Pahang,N.25 Jenderak,11833,8562,0,218
Pahang,N.26 Sanggang,15064,10713,0,214
Pahang,N.27 Lancang,14940,10874,3,309
Pahang,N.28 Bilut,15082,10999,624,344
Pahang,N.29 Ketari,15759,11427,67,268
Pahang,N.30 Sabai,8732,6212,30,212
Pahang,N.31 Pelangai,9564,6861,7,228
Pahang,N.32 Semantan,16722,12904,893,324
Pahang,N.33 Teriang,12413,9837,485,245
Pahang,N.34 Guai,10894,8177,27,256
Pahang,N.35 Bera,11381,8516,268,273
Pahang,N.36 Bukit Ibam,11812,9475,18,207
Pahang,N.37 Muadzam Shah,10528,8175,38,238
Pahang,N.38 Tioman,10729,7866,228,203
