state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Johor,N.01 Buloh Kasap,Buloh Kasap,1,Datuk Haji Othman Bin Jais,17500,BN,25,7691
Johor,N.01 Buloh Kasap,Buloh Kasap,2,Firdaus Masod,17501,PAS,3,3225
Johor,N.02 Jementah,Jementah,1,Pang Hok Liong,3148,DAP,18,8098
Johor,N.02 Jementah,Jementah,2,Dr. Lee Hong Tee,17503,BN,25,9912
Johor,N.03 Pemanis,Pemanis,1,Othman Selamat,17504,PAS,3,4573
Johor,N.03 Pemanis,Pemanis,2,Lau Chin Hoon,16168,BN,25,9708
Johor,N.04 Kemelah,Kemelah,1,Ayub Bin Rahmat,4256,BN,25,8639
Johor,N.04 Kemelah,Kemelah,2,Mohd Barudin Bin Nor,17507,PKR,11,3204
Johor,N.05 Tenang,Tenang,1,Datuk Sulaiman Taha,17508,BN,25,6367
Johor,N.05 Tenang,Tenang,2,Haji Md Saim Siran,17509,PAS,3,3875
Johor,N.06 Bekok,Bekok,1,Chang Teck Chee,17510,DAP,18,5566
Johor,N.06 Bekok,Bekok,2,Tan Kok Hong,920,BN,25,7510
Johor,N.07 Bukit Serampang,Bukit Serampang,1,Tahir Bin Mohd. Taat,14955,BN,25,10605
Johor,N.07 Bukit Serampang,Bukit Serampang,2,Dato' Dr. Mahfodz Bin Mohamed,15663,PAS,3,3355
Johor,N.08 Jorak,Jorak,1,Othman Bin Hashim,1846,PAS,3,5493
Johor,N.08 Jorak,Jorak,2,Dr. Shahruddin Salleh,17515,BN,25,10097
Johor,N.09 Gambir,Gambir,1,M Asojan A/L Muniyandy,16181,BN,25,8190
Johor,N.09 Gambir,Gambir,2,Ust. Kasim Bin Ibrahim,17517,PAS,3,5727
Johor,N.10 Tangkak,Tangkak,1,Lee Fu Haw,17518,DAP,18,6835
Johor,N.10 Tangkak,Tangkak,2,Goh Tee Tee,17519,BN,25,7130
Johor,N.11 Serom,Serom,1,Dato' Hj. A. Ghani Bin Othman,16185,BN,25,10088
Johor,N.11 Serom,Serom,2,Rusman Bin Kemin,4260,PAS,3,5117
Johor,N.12 Bentayan,Bentayan,1,Lee Ching Yong,3851,BN,25,6322
Johor,N.12 Bentayan,Bentayan,2,Gwee Tong Hiang,17523,DAP,18,9118
Johor,N.13 Sungai Abong,Sungai Abong,1,Dr. Sheikh Ibrahim Bin Salleh,12675,PAS,3,8776
Johor,N.13 Sungai Abong,Sungai Abong,2,Kamarudin Bin Suratman,17525,BN,25,7226
Johor,N.14 Bukit Naning,Bukit Naning,1,Elias @ Alias Bin Shamsir,17526,PKR,11,3821
Johor,N.14 Bukit Naning,Bukit Naning,2,Datuk Abdullah Bin Md. Ali,17527,BN,25,6716
Johor,N.15 Maharani,Maharani,1,Datuk Mohd Ismail,17528,BN,25,7996
Johor,N.15 Maharani,Maharani,2,Dr Mohammad Bin Taslim,14979,PAS,3,8154
Johor,N.16 Sungai Balang,Sungai Balang,1,Dr. Robia Bt Dato' Kosai,2805,BN,25,7667
Johor,N.16 Sungai Balang,Sungai Balang,2,Malik Bin Mohamed Diah,16194,PAS,3,5649
Johor,N.17 Semerah,Semerah,1,Hasmi Hashim,17532,PKR,11,8082
Johor,N.17 Semerah,Semerah,2,Datuk Ariss Bin Samsudin,17533,BN,25,13156
Johor,N.18 Sri Medan,Sri Medan,1,Ahmad Zahri Jamil,17534,BN,25,12488
Johor,N.18 Sri Medan,Sri Medan,2,Ustaz Mearaj,17535,PAS,3,4834
Johor,N.19 Yong Peng,Yong Peng,1,Ng Lam Swa,16222,DAP,18,5571
Johor,N.19 Yong Peng,Yong Peng,2,Lim Kee Moi,16201,BN,25,8064
Johor,N.20 Semarang,Semarang,1,Samsolbari Bin Jamali,16202,BN,25,10180
Johor,N.20 Semarang,Semarang,2,Haji Ilyas Bin A. Bakar,17539,PAS,3,2866
Johor,N.21 Parit Yaani,Parit Yaani,1,Ng See Tiong,16205,BN,25,9419
Johor,N.21 Parit Yaani,Parit Yaani,2,Ust. Hashim Bin Jusoh,17541,PAS,3,5562
Johor,N.22 Parit Raja,Parit Raja,1,Ab Aziz Bin Kaprawi,16207,BN,25,9690
Johor,N.22 Parit Raja,Parit Raja,2,Mustafha Bin Abd. Rahman,17543,PAS,3,3863
Johor,N.23 Penggaram,Penggaram,1,Koh Chee Chai,17544,BN,25,12761
Johor,N.23 Penggaram,Penggaram,2,Gan Peck Cheng,2189,DAP,18,12186
Johor,N.24 Senggarang,Senggarang,1,Ja'Affar Bin Hashim,17546,BN,25,9034
Johor,N.24 Senggarang,Senggarang,2,Dr Mohd Ramli Bin Md Kari,17547,PAS,3,6006
Johor,N.25 Rengit,Rengit,1,Haji Ayub Bin Haji Jamil,17548,BN,25,8656
Johor,N.25 Rengit,Rengit,2,Ustaz Hasanuddin Mohd Yunus,17549,PAS,3,3377
Johor,N.26 Machap,Machap,1,Ustaz Abdullah Bin Husin,4981,PAS,3,4731
Johor,N.26 Machap,Machap,2,Datuk Abd Hamid Bin Abd Rahman,17551,BN,25,8909
Johor,N.27 Layang-Layang,Layang–Layang,1,Haji Onn Bin Mohd Yassin,17552,BN,25,7015
Johor,N.27 Layang-Layang,Layang–Layang,2,Yap Weng Keong,17553,PKR,11,4573
Johor,N.28 Mengkibol,Mengkibol,1,Gan Ping Sieu,4279,BN,25,12257
Johor,N.28 Mengkibol,Mengkibol,2,Ng Lam Hua,3168,DAP,18,13538
Johor,N.29 Mahkota,Mahkota,1,Hj Md Jais Bin Hj Sarday,17556,BN,25,17489
Johor,N.29 Mahkota,Mahkota,2,Khairul Faizi,17557,PAS,3,9009
Johor,N.30 Paloh,Paloh,1,Hoo Seong Chang,2486,BN,25,6988
Johor,N.30 Paloh,Paloh,2,Tan Ting Chow,17559,DAP,18,4194
Johor,N.31 Kahang,Kahang,1,R. Vidyananthan,17560,BN,25,9272
Johor,N.31 Kahang,Kahang,2,Abdul Halim Bin Mohamad Dawam,17561,PKR,11,3948
Johor,N.32 Endau,Endau,1,Ahmad Bin Said (Cikgu Mohd Nor),17562,PAS,3,3866
Johor,N.32 Endau,Endau,2,Hj Zainal Abidin Osman,3356,BN,25,7393
Johor,N.33 Tenggaroh,Tenggaroh,1,Hj Shahar Bin Abdullah,3513,PAS,3,3556
Johor,N.33 Tenggaroh,Tenggaroh,2,Murukasvary,17565,BN,25,11789
Johor,N.34 Panti,Panti,1,Dato' Hj Baderi Bin Dasuki,17566,BN,25,9466
Johor,N.34 Panti,Panti,2,Haji Abdul Rashid Abu Bakar,17567,PAS,3,1963
Johor,N.35 Pasir Raja,Pasir Raja,1,En Menhad Bin Awab,17568,PAS,3,2909
Johor,N.35 Pasir Raja,Pasir Raja,2,Datuk Dr Adham Bin Baba,3173,BN,25,9701
Johor,N.36 Sedili,Sedili,1,Rasman Bin Ithnain,17570,BN,25,14017
Johor,N.36 Sedili,Sedili,2,Hj Monaim,17571,PAS,3,1259
Johor,N.37 Johor Lama,Johor Lama,1,Kamaldin,17572,PAS,3,2363
Johor,N.37 Johor Lama,Johor Lama,2,Asiah Binti Md Ariff,15004,BN,25,8668
Johor,N.38 Penawar,Penawar,1,Md Paimon Bin Jasmin,17574,PAS,3,1364
Johor,N.38 Penawar,Penawar,2,Hamimah Mansor,17575,BN,25,11466
Johor,N.39 Tanjong Surat,Tanjong Surat,1,Abd Razak Bin Esa,15006,PKR,11,1279
Johor,N.39 Tanjong Surat,Tanjong Surat,2,Datuk Harun Bin Abdullah,17577,BN,25,10487
Johor,N.40 Tiram,Tiram,1,Kumutha,17578,PKR,11,8827
Johor,N.40 Tiram,Tiram,2,Datuk Haji Maulizan Bin Bujang,17579,BN,25,17005
Johor,N.41 Puteri Wangsa,Puteri Wangsa,1,Haji Abdul Halim Bin Suleiman,16242,BN,25,13711
Johor,N.41 Puteri Wangsa,Puteri Wangsa,2,Selva Kumaran A/L M.Kanan,17581,PKR,11,7920
Johor,N.42 Johor Jaya,Johor Jaya,1,Tan Cher Puk,16246,BN,25,19538
Johor,N.42 Johor Jaya,Johor Jaya,2,Md Nasir Bin Ab Wahab,17583,PRM,57,9050
Johor,N.43 Permas,Permas,1,Syed Othman Bin Abdullah,16248,PAS,3,11860
Johor,N.43 Permas,Permas,2,M.M. Samy,17585,BN,25,13878
Johor,N.44 Tanjong Puteri,Tanjong Puteri,1,Subra Paidathally,17586,PKR,11,9283
Johor,N.44 Tanjong Puteri,Tanjong Puteri,2,Adam Bin Sumiru,17587,BN,25,23023
Johor,N.45 Stulang,Stulang,1,S.K. Song,15016,PRM,57,2198
Johor,N.45 Stulang,Stulang,2,Norman Fernandez,2818,DAP,18,10092
Johor,N.45 Stulang,Stulang,3,Mok Chek Hou,17590,BN,25,16273
Johor,N.46 Pengkalan Rinting,Pengkalan Rinting,1,Rahmatullah Bin Abdul,16254,PAS,3,10829
Johor,N.46 Pengkalan Rinting,Pengkalan Rinting,2,Chia Song Cheng,17592,BN,25,21203
