state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,1,Zainal Bin Dahalan,11005,BN,25,5130
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,2,Majudim @ A Razak Bin Dawami,1782,PAS,3,1051
Selangor,N.02 Sabak,Sabak,1,Haji Idris Bin Omar,14428,S46,56,880
Selangor,N.02 Sabak,Sabak,2,Raja Ideris @ Raja Idris Bin Raja Ahmad,14429,BN,25,5534
Selangor,N.03 Sungai Besar,Sungai Besar,1,Ramli Bin Norani,14430,BN,25,6570
Selangor,N.03 Sungai Besar,Sungai Besar,2,Ruslan Bin Hj Ahmad,11009,PAS,3,2320
Selangor,N.04 Sungai Panjang,Sungai Panjang,1,Mohd Pauzi Bin Abdul Murad,13262,BN,25,0
Selangor,N.05 Sekinchan,Sekinchan,1,Chia Kim Lem,14433,BN,25,6244
Selangor,N.05 Sekinchan,Sekinchan,2,Loo Kim Yong,14434,DAP,18,2446
Selangor,N.06 Sungai Burong,Sungai Burong,1,Md. Aini Bin Taib,14435,BN,25,0
Selangor,N.07 Hulu Bernam,Hulu Bernam,1,Abdul Majid Bin Hasan,14436,PAS,3,823
Selangor,N.07 Hulu Bernam,Hulu Bernam,2,Zainal Abidin Bin Sakom,14437,BN,25,10579
Selangor,N.08 Kuala Kubu Baharu,Kuala Kubu Baharu,1,Ch'Ng Toh Eng,3448,BN,25,0
Selangor,N.09 Batang Kali,Batang Kali,1,Muhammad Bin Muhammad Taib,11022,BN,25,0
Selangor,N.10 Permatang,Permatang,1,Jamaluddin Bin Adnan,13276,BN,25,9677
Selangor,N.10 Permatang,Permatang,2,Harullah Bin Junid @ Amat Dollah Bin Mat Jonit,14441,PAS,3,2601
Selangor,N.11 Ijuk,Ijuk,1,Sinniah A/L Periannan,11026,DAP,18,1689
Selangor,N.11 Ijuk,Ijuk,2,Sivalingam A/L Arumugam Karuppiah,14443,BN,25,8486
Selangor,N.12 Jeram,Jeram,1,Tukiran B Mohd. Ali,14444,S46,56,1246
Selangor,N.12 Jeram,Jeram,2,Mesrah Binti Selamat,14445,BN,25,9254
Selangor,N.13 Rawang,Rawang,1,Tang See Hang,11034,BN,25,0
Selangor,N.14 Selayang Baharu,Selayang Baharu,1,Ahmad Bhari Bin Abd Rahman,14447,BN,25,16049
