state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Pengkalan Kubor,16539,12043,3,242
Kelantan,N.02 Kelaboran,16428,12505,3,324
Kelantan,N.03 Pasir Pekan,15452,12108,10,251
Kelantan,N.04 Kijang,13408,10157,9,256
Kelantan,N.05 Chempaka,15080,11801,661,189
Kelantan,N.06 Panchor,14321,10790,51,264
Kelantan,N.07 Tanjong Mas,20187,14570,24,173
Kelantan,N.08 Kota Lama,24495,16865,72,298
Kelantan,N.09 Bunut Payong,18328,13325,23,116
Kelantan,N.10 Wakaf Bharu,18348,14719,13,320
Kelantan,N.11 Tendong,15298,12112,1,253
Kelantan,N.12 Pengkalan Pasir,17512,13131,22,217
Kelantan,N.13 Meranti,12520,9160,5,207
Kelantan,N.14 Gual Periok,17204,11866,0,306
Kelantan,N.15 Bukit Tuku,14467,10389,3,238
Kelantan,N.16 Salor,14736,11377,18,273
Kelantan,N.17 Pasir Tumboh,13042,10108,10,205
Kelantan,N.18 Kenali,18119,13470,21,274
Kelantan,N.19 Tawang,16287,12915,21,296
Kelantan,N.20 Perupok,16553,12912,27,309
Kelantan,N.21 Jelawat,18523,14675,39,394
Kelantan,N.22 Melor,15176,11813,13,215
Kelantan,N.23 Kadok,13506,10484,9,186
Kelantan,N.24 Ketereh,16628,13973,1087,233
Kelantan,N.25 Chetok,13404,10221,3,270
Kelantan,N.26 Bukit Panau,17086,13373,31,195
Kelantan,N.27 Gual Ipoh,12334,9681,2,183
Kelantan,N.28 Selising,14700,11385,2,217
Kelantan,N.29 Limbongan,16298,12216,41,175
Kelantan,N.30 Semerak,13404,10927,7,159
Kelantan,N.31 Gaal,12371,9643,7,199
Kelantan,N.32 Pulai Chondong,14027,11089,12,229
Kelantan,N.33 Banggol Judah,14636,11216,28,197
Kelantan,N.34 Kemuning,14537,11297,9,209
Kelantan,N.35 Kemahang,14746,12390,139,377
Kelantan,N.36 Air Lanas,13069,10401,27,238
Kelantan,N.37 Pergau,10208,8361,142,158
Kelantan,N.38 Guchil,13273,9774,18,185
Kelantan,N.39 Mengkebang,14359,11530,3,316
Kelantan,N.40 Manek Urai,11255,8850,3,233
Kelantan,N.41 Dabong,7680,5959,0,206
Kelantan,N.42 Paloh,10119,8514,0,180
Kelantan,N.43 Galas,12091,8705,0,297
