state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,12726,9751,29,263
Selangor,N.02 Sabak,Sabak,18655,14325,50,390
Selangor,N.03 Sungai Panjang,Sungai Panjang,20500,16906,53,319
Selangor,N.04 Sekinchan,Sekinchan,13573,11021,88,317
Selangor,N.05 Hulu Bernam,Hulu Bernam,17549,12932,193,318
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,18212,13333,122,549
Selangor,N.07 Batang Kali,Batang Kali,27832,21673,0,404
Selangor,N.08 Sungai Burong,Sungai Burong,18988,15403,33,336
Selangor,N.09 Permatang,Permatang,17403,13648,20,286
Selangor,N.10 Bukit Melawati,Bukit Melawati,12897,9707,38,484
Selangor,N.11 Ijok,Ijok,15467,12684,8,204
Selangor,N.12 Jeram,Jeram,18839,15281,6,333
Selangor,N.13 Kuang,Kuang,17557,14198,413,204
Selangor,N.14 Rawang,Rawang,23345,17768,34,288
Selangor,N.15 Taman Templer,Taman Templer,38655,29285,115,583
Selangor,N.16 Batu Caves,Batu Caves,25720,19165,75,320
Selangor,N.17 Gombak Setia,Gombak Setia,34979,26726,454,287
Selangor,N.18 Hulu Kelang,Hulu Kelang,38454,29178,202,302
Selangor,N.19 Bukit Antarabangsa,Bukit Antarabangsa,30687,22397,92,224
Selangor,N.20 Lembah Jaya,Lembah Jaya,38445,28697,58,503
Selangor,N.21 Chempaka,Chempaka,33525,24519,115,396
Selangor,N.22 Teratai,Teratai,30972,23733,0,692
Selangor,N.23 Dusun Tua,Dusun Tua,32248,25580,0,459
Selangor,N.24 Semenyih,Semenyih,28203,22928,348,544
Selangor,N.25 Kajang,Kajang,29868,23823,91,560
Selangor,N.26 Bangi,Bangi,35898,28815,219,386
Selangor,N.27 Balakong,Balakong,28682,22288,56,357
Selangor,N.28 Seri Kembangan,Seri Kembangan,30297,25127,34,361
Selangor,N.29 Seri Serdang,Seri Serdang,49757,38799,153,827
Selangor,N.30 Kinrara,Kinrara,25868,20517,21,255
Selangor,N.31 Subang Jaya,Subang Jaya,44569,33465,53,345
Selangor,N.32 Seri Setia,Seri Setia,35079,25163,48,302
Selangor,N.33 Taman Medan,Taman Medan,40009,29652,39,440
Selangor,N.34 Bukit Gasing,Bukit Gasing,33183,22875,3,214
Selangor,N.35 Kampung Tunku,Kampung Tunku,30183,21537,14,234
Selangor,N.36 Damansara Utama,Damansara Utama,46435,33757,26,324
Selangor,N.37 Bukit Lanjan,Bukit Lanjan,25550,19420,26,299
Selangor,N.38 Paya Jaraa,Paya Jaraa,29163,22883,54,429
Selangor,N.39 Kota Damansara,Kota Damansara,29701,23566,346,603
Selangor,N.40 Kota Anggerik,Kota Anggerik,38442,29830,171,383
Selangor,N.41 Batu Tiga,Batu Tiga,36892,28526,39,346
Selangor,N.42 Meru,Meru,29745,24515,37,339
Selangor,N.43 Sementa,Sementa,0,0,0,0
Selangor,N.44 Sungai Pinang,Sungai Pinang,24189,18695,16,328
Selangor,N.45 Selat Kelang,Selat Kelang,28908,21787,38,334
Selangor,N.46 Pelabuhan Klang,Pelabuhan Klang,28456,21475,23,485
Selangor,N.47 Pandamaran,Pandamaran,25192,20034,19,319
Selangor,N.48 Kota Alam Shah,Kota Alam Shah,24168,18471,46,211
Selangor,N.49 Seri Andalas,Seri Andalas,38833,31039,1,725
Selangor,N.50 Sri Muda,Sri Muda,33054,26297,0,347
Selangor,N.51 Sijangkang,Sijangkang,22759,18732,341,374
Selangor,N.52 Teluk Datuk,Teluk Datuk,18207,14912,9,493
Selangor,N.53 Morib,Morib,25549,20535,185,404
Selangor,N.54 Tanjong Sepat,Tanjong Sepat,17827,14517,10,287
Selangor,N.55 Dengkil,Dengkil,26322,20763,37,417
Selangor,N.56 Sungai Pelek,Sungai Pelek,17895,13858,77,431
