state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perak,N.01 Temengor,0,0,0,0
Perak,N.02 Kenering,9590,7685,0,165
Perak,N.03 Selama,9757,7060,0,274
Perak,N.04 Batu Kurau,11257,8584,0,466
Perak,N.05 Simpang Lima,15306,11122,0,824
Perak,N.06 Kuala Kurau,17470,12905,0,954
Perak,N.07 Alor Pongsu,0,0,0,0
Perak,N.08 Gunong Semanggol,0,0,0,0
Perak,N.09 Lintang,11153,8424,0,220
Perak,N.10 Jalong,13183,10491,0,398
Perak,N.11 Kamunting,12745,9412,0,596
Perak,N.12 Kelian Pauh,23574,18119,0,528
Perak,N.13 Changkat Jering,15014,10868,0,631
Perak,N.14 Bukit Gantang,11879,8339,0,414
Perak,N.15 Lenggong,11356,9218,0,133
Perak,N.16 Lubok Merbau,11339,8418,0,226
Perak,N.17 Bukit Chandan,14305,9788,0,433
Perak,N.18 Manong,7151,5045,0,317
Perak,N.19 Chemor,24346,18152,0,668
Perak,N.20 Gopeng,22317,17689,0,849
Perak,N.21 Guntong,23097,17897,0,645
Perak,N.22 Kepayang,24965,20508,0,807
Perak,N.23 Pasir Puteh,26207,19726,0,555
Perak,N.24 Kuala Pari,22831,17659,0,698
Perak,N.25 Pengkalan Bharu,10034,7523,0,424
Perak,N.26 Pantai Remis,13016,9773,0,547
Perak,N.27 Belanja,14311,11233,0,423
Perak,N.28 Bota,15209,11493,0,569
Perak,N.29 Tanjong Tualang,17295,13398,0,494
Perak,N.30 Kampar,19141,15408,0,529
Perak,N.31 Tapah,12250,9871,0,642
Perak,N.32 Chenderiang,10251,7673,0,713
Perak,N.33 Sitiawan,15210,11498,0,598
Perak,N.34 Pangkor,12919,9711,0,502
Perak,N.35 Kampong Gajah,13373,9455,0,950
Perak,N.36 Sungei Manik,13800,9907,0,868
Perak,N.37 Pasir Bedamar,17236,12573,0,698
Perak,N.38 Changkat Jong,9929,7014,0,370
Perak,N.39 Bidor,13308,10327,0,494
Perak,N.40 Slim,13363,9774,0,450
Perak,N.41 Rungkup,15507,11395,0,1067
Perak,N.42 Hutan Melintang,12764,8315,0,991
