state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Pulau Pinang,N.01 Penaga,Penaga,1,Mohd Zain Bin Ahmad,19569,BN,8350
Pulau Pinang,N.01 Penaga,Penaga,2,Haji Rosidi Hussain,19570,PAS,6688
Pulau Pinang,N.02 Bertam,Bertam,1,Syed Mikael Rizal Aidid,19571,PKR,6297
Pulau Pinang,N.02 Bertam,Bertam,2,Shariful Azhar Othman,19572,BN,7939
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,1,Dato' Haji Roslan Bin Saidin,18000,BN,9155
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,2,Ir. Ahmad Zakiyuddin Bin Abd Rahman,19574,PKR,7568
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,1,Haji Omar Bin Haji Abd Hamid,19575,BN,8913
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,2,Arshad Bin Md. Salleh,19576,PAS,7292
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,1,Cikgu Zahadi Bin Hj. Mohd.,19577,PAS,7594
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,2,Muhamad Yusoff Bin Mohd Noor,19578,BN,7951
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,3,Dato Seri Mohd Shariff Bin Omar,19579,BEBAS,344
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,Norhayati Jaafar,18005,PKR,7200
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,2,Dato Jahara Binti Hamid,18006,BN,8040
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,1,Phee Boon Poh,10809,DAP,19381
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,2,Sum Yoo Keong,19583,BN,3174
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,1,Lim Hock Seng,2044,DAP,16416
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,2,Tan Chuan Hong,4580,BN,4561
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,3,Lim Kim Chu,3694,PCM,115
Pulau Pinang,N.09 Bagan Dalam,Bagan Dalam,1,Lim Seang Teik,19587,PCM,76
Pulau Pinang,N.09 Bagan Dalam,Bagan Dalam,2,Asoghan A/L Govindaraju,19588,BEBAS,25
