state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Kuala Klawang,8936,7330,0,163
Negeri Sembilan,N.02 Pertang,0,0,0,0
Negeri Sembilan,N.03 Bahau,9919,7523,0,244
Negeri Sembilan,N.04 Jempol,5471,4362,0,100
Negeri Sembilan,N.05 Lenggeng,10630,8289,0,382
Negeri Sembilan,N.06 Pantai,7973,5936,0,367
Negeri Sembilan,N.07 Labu,9199,7297,0,349
Negeri Sembilan,N.08 Rantau,6848,5417,0,170
Negeri Sembilan,N.09 Rasah,12415,9666,0,785
Negeri Sembilan,N.10 Rahang,17298,13201,0,624
Negeri Sembilan,N.11 Sungei Ujong,16206,11998,0,655
Negeri Sembilan,N.12 Terentang,7005,5426,0,314
Negeri Sembilan,N.13 Sri Menanti,6207,4889,0,280
Negeri Sembilan,N.14 Ulu Muar,6585,5096,0,252
Negeri Sembilan,N.15 Pilah,10453,8163,0,343
Negeri Sembilan,N.16 Johol,6513,5282,0,309
Negeri Sembilan,N.17 Jimah,9297,7637,0,303
Negeri Sembilan,N.18 Si Rusa,9728,7649,0,207
Negeri Sembilan,N.19 Pasir Panjang,7229,5261,0,217
Negeri Sembilan,N.20 Linggi,7258,5861,0,192
Negeri Sembilan,N.21 Kota,8744,6965,0,432
Negeri Sembilan,N.22 Gemencheh,11575,9210,0,640
Negeri Sembilan,N.23 Gemas,9385,7274,0,410
Negeri Sembilan,N.24 Rompin,9831,7892,0,416
