state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Terengganu,N.01 Kuala Besut,Kuala Besut,7341,5750,0,355
Terengganu,N.02 Kampong Raja,Kampong Raja,5392,4456,0,254
Terengganu,N.03 Ulu Besut,Ulu Besut,7807,5965,0,356
Terengganu,N.04 Besut Tengah,Besut Tengah,7087,5571,0,300
Terengganu,N.05 Setiu,Setiu,7895,6107,0,480
Terengganu,N.06 Batu Rakit,Batu Rakit,8460,6199,0,467
Terengganu,N.07 Kuala Nerus,Kuala Nerus,7705,5714,0,430
Terengganu,N.08 Jeram,Jeram,6905,5276,0,395
Terengganu,N.09 Langkap,Langkap,7117,5521,0,436
Terengganu,N.10 Bandar,Bandar,6510,4534,0,225
Terengganu,N.11 Ladang,Ladang,7436,5230,0,357
Terengganu,N.12 Bukit Besar,Bukit Besar,6801,5013,0,335
Terengganu,N.13 Batu Burok,Batu Burok,8710,6147,0,427
Terengganu,N.14 Marang,Marang,9251,7072,0,597
Terengganu,N.15 Sura,Sura,5816,4365,0,311
Terengganu,N.16 Ulu Dungun,Ulu Dungun,10863,7639,0,586
Terengganu,N.17 Paka Kerteh,Paka Kerteh,7742,5616,0,400
Terengganu,N.18 Kemaman Utara,Kemaman Utara,4824,3447,0,204
Terengganu,N.19 Chukai,Chukai,5375,3677,0,231
Terengganu,N.20 Kemaman Selatan,Kemaman Selatan,9012,6098,0,620
Terengganu,N.21 Kuala Trengganu Tengah,Kuala Trengganu Tengah,8426,6535,0,455
Terengganu,N.22 Binjai,Binjai,8836,7160,0,566
Terengganu,N.23 Ulu Trengganu Timor,Ulu Trengganu Timor,7012,5765,0,547
Terengganu,N.24 Ulu Trengganu Barat,Ulu Trengganu Barat,7042,5792,0,565
