state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Perak,N.01 Pengkalan Hulu,Pengkalan Hulu,1,Tajol Rosli Ghazali,18077,BN,25,6769
Perak,N.01 Pengkalan Hulu,Pengkalan Hulu,2,Lee Sing Long,18078,PKR,11,2124
Perak,N.02 Temengor,Temengor,1,Moon Akau,18079,PKR,11,2961
Perak,N.02 Temengor,Temengor,2,Hasbullah Osman,3717,BN,25,7578
Perak,N.03 Kenering,Kenering,1,Mohd Sukri Bin Ahmad,16742,PAS,3,3336
Perak,N.03 Kenering,Kenering,2,Mohd Tarmizi Idris,16741,BN,25,6134
Perak,N.04 Kota Tampan,Kota Tampan,1,Saarani Mohamad,18083,BN,25,4963
Perak,N.04 Kota Tampan,Kota Tampan,2,Hj. Hamzah Bin Mohd Zain,2681,PKR,11,2628
Perak,N.05 Selama,Selama,1,Dato' Hj. Mohamad Daud Bin Hj. Mohd Yusoff,18085,BN,25,5240
Perak,N.05 Selama,Selama,2,Haji Abu Husin Bin Mohmmad,18086,PAS,3,4885
Perak,N.06 Kubu Gajah,Kubu Gajah,1,Dato' Seri Raja Ahmad Zainuddin Bin Raja Haji Omar,2672,BN,25,4114
Perak,N.06 Kubu Gajah,Kubu Gajah,2,Mohd Nazri Bin Hj Din,16748,PAS,3,4048
Perak,N.07 Batu Kurau,Batu Kurau,1,Dato' Najmuddin,18089,BN,25,7023
Perak,N.07 Batu Kurau,Batu Kurau,2,Cik Gu Hamid,18090,PKR,11,4584
Perak,N.08 Titi Serong,Titi Serong,1,Drs. Khalil Idham Lim,18091,PAS,3,10012
Perak,N.08 Titi Serong,Titi Serong,2,Abu Bakar Mat Ali,18092,BN,25,8863
Perak,N.09 Kuala Kurau,Kuala Kurau,1,Mohd Salleh Mat Disa,16755,BN,25,7757
Perak,N.09 Kuala Kurau,Kuala Kurau,2,Ab. Yunus Jamhari,18094,PKR,11,8224
Perak,N.10 Alor Pongsu,Alor Pongsu,1,Sham Mat Sahat,18095,BN,25,5585
Perak,N.10 Alor Pongsu,Alor Pongsu,2,Md Nasib Bin Rahin,18096,PKR,11,5490
Perak,N.11 Gunong Semanggol,Gunong Semanggol,1,Abd. Muhaimin Bin Abd Rahman Nazri,16759,BN,25,4889
Perak,N.11 Gunong Semanggol,Gunong Semanggol,2,Ramli Bin Tusin,18098,PAS,3,6959
Perak,N.12 Selinsing,Selinsing,1,Dato' Zali Bin Cha,18099,BN,25,5602
Perak,N.12 Selinsing,Selinsing,2,Hj. Husin Bin Hj. Din,18100,PAS,3,6149
Perak,N.13 Kuala Sepetang,Kuala Sepetang,1,See Tean Seng,16763,BN,25,6721
Perak,N.13 Kuala Sepetang,Kuala Sepetang,2,Tai Sing Ng,12142,PKR,11,7285
Perak,N.14 Changkat Jering,Changkat Jering,1,Dato' Mat Isa Bin Ismail,18103,BN,25,8309
Perak,N.14 Changkat Jering,Changkat Jering,2,Kapten (B) Mohd Osman Bin Mohd Jailu,18104,PKR,11,9411
Perak,N.15 Trong,Trong,1,Ustaz Norazli Bin Musa,18105,PAS,3,3296
Perak,N.15 Trong,Trong,2,Datuk Rosli Bin Husin,18106,BN,25,4212
Perak,N.16 Kamunting,Kamunting,1,Muhamd Apardi Bin Sharri,18107,PAS,3,7420
Perak,N.16 Kamunting,Kamunting,2,Zahir Dato' Khalid,18108,BN,25,7975
Perak,N.17 Pokok Assam,Pokok Assam,1,Yee Seu Kai,18109,DAP,18,7574
Perak,N.17 Pokok Assam,Pokok Assam,2,Ho Cheng Wang,14318,BN,25,6709
Perak,N.18 Aulong,Aulong,1,Yew Tian Hoe,16773,DAP,18,9360
Perak,N.18 Aulong,Aulong,2,Ong Teng Boon,18112,BN,25,6552
Perak,N.19 Chenderoh,Chenderoh,1,Dato' Siti Salmah Bt Mat Jusak,18113,BN,25,4858
Perak,N.19 Chenderoh,Chenderoh,2,Mohammad Yassin Bin Mohamed Yusof,16777,PAS,3,3819
Perak,N.20 Lubok Merbau,Lubok Merbau,1,Dato' Haji Jamal Nasir B Rasdi,18115,BN,25,4592
Perak,N.20 Lubok Merbau,Lubok Merbau,2,Mohd. Zainudin Bin Mohd Yusof,16778,PAS,3,4664
