state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Simpangan,9966,7211,0,476
Kelantan,N.02 Sungei Pinang,11699,8286,0,449
Kelantan,N.03 Wakaf Bharu,12054,8892,0,609
Kelantan,N.04 Semut Api,9159,6568,0,660
Kelantan,N.05 Kemumin,8597,6021,0,547
Kelantan,N.06 Sering,9483,6671,0,588
Kelantan,N.07 Tendong,10445,7668,0,668
Kelantan,N.08 Meranti,9130,6194,0,430
Kelantan,N.09 Bandar Pasir Mas,10052,6798,0,456
Kelantan,N.10 Sungei Keladi,14008,8859,0,203
Kelantan,N.11 Telipok,10761,6824,0,159
Kelantan,N.12 Kubang Kerian,11185,8000,0,183
Kelantan,N.13 Tawang,10032,7450,0,162
Kelantan,N.14 Perupok,8392,6284,0,152
Kelantan,N.15 Jelawat,9797,6898,0,136
Kelantan,N.16 Gual Periok,6443,4673,0,294
Kelantan,N.17 Lemal,7403,5125,0,422
Kelantan,N.18 Tok Uban,8168,6117,0,530
Kelantan,N.19 Salor,10174,7564,0,652
Kelantan,N.20 Ketereh,9139,7179,0,356
Kelantan,N.21 Peringat,9213,6399,0,471
Kelantan,N.22 Bukit Panau,8043,6144,0,112
Kelantan,N.23 Lanas,5193,4254,0,89
Kelantan,N.24 Gual Ipoh,6766,5620,0,139
Kelantan,N.25 Pulai Chondong,7536,6373,0,392
Kelantan,N.26 Bandar Machang,9944,8086,0,488
Kelantan,N.27 Sungei Rasau,5933,4714,0,199
Kelantan,N.28 Selising,10638,8127,0,548
Kelantan,N.29 Bandar Pasir Puteh,8716,6406,0,243
Kelantan,N.30 Cherang Ruku,8730,6632,0,277
Kelantan,N.31 Temangan,5921,4973,0,307
Kelantan,N.32 Guchil,5818,4551,0,398
Kelantan,N.33 Pahi,5593,4179,0,356
Kelantan,N.34 Jeli,5327,4347,0,61
Kelantan,N.35 Gua Musang,0,0,0,0
Kelantan,N.36 Manek Urai,4855,3454,0,87
