state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Chennah,9898,7203,88,231
Negeri Sembilan,N.02 Pertang,8173,6030,53,198
Negeri Sembilan,N.03 Sungai Lui,12163,9611,180,224
Negeri Sembilan,N.04 Klawang,8448,6279,173,189
Negeri Sembilan,N.05 Serting,14687,11100,13,229
Negeri Sembilan,N.06 Palong,12567,9992,0,325
Negeri Sembilan,N.07 Jeram Padang,9960,6845,0,283
Negeri Sembilan,N.08 Bahau,16264,11846,0,307
Negeri Sembilan,N.09 Lenggeng,12879,10013,0,188
Negeri Sembilan,N.10 Nilai,16009,11909,18,275
Negeri Sembilan,N.11 Lobak,15162,11714,11,143
Negeri Sembilan,N.12 Temiang,9848,7482,66,174
Negeri Sembilan,N.13 Sikamat,15491,11830,54,203
Negeri Sembilan,N.14 Ampangan,15286,11458,29,236
Negeri Sembilan,N.15 Juasseh,8495,6430,0,160
Negeri Sembilan,N.16 Seri Menanti,7653,5825,9,139
Negeri Sembilan,N.17 Senaling,7014,5418,7,133
Negeri Sembilan,N.18 Pilah,10513,7680,38,182
Negeri Sembilan,N.19 Johol,8653,6437,0,226
Negeri Sembilan,N.20 Labu,12477,9702,1,204
Negeri Sembilan,N.21 Bukit Kepayang,16510,13154,1,187
Negeri Sembilan,N.22 Rahang,14262,10997,62,290
Negeri Sembilan,N.23 Mambau,16298,13252,12,169
Negeri Sembilan,N.24 Senawang,12568,9843,4,150
Negeri Sembilan,N.25 Paroi,23060,18076,38,299
Negeri Sembilan,N.26 Chembong,12997,10155,19,175
Negeri Sembilan,N.27 Rantau,15124,12216,250,271
Negeri Sembilan,N.28 Kota,11715,9199,12,244
Negeri Sembilan,N.29 Chuah,10159,7681,11,164
Negeri Sembilan,N.30 Lukut,11276,8923,3,180
Negeri Sembilan,N.31 Bagan Pinang,14192,11579,668,384
Negeri Sembilan,N.32 Linggi,12711,9813,72,296
Negeri Sembilan,N.33 Port Dickson,11848,8617,27,177
Negeri Sembilan,N.34 Gemas,17966,14226,224,345
Negeri Sembilan,N.35 Gemencheh,13870,10219,0,260
Negeri Sembilan,N.36 Repah,15819,11842,0,441
