state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sabah,N.01 Banggi,7815,4773,9,205
Sabah,N.02 Tanjong Kapor,18652,12944,79,332
Sabah,N.03 Pitas,10622,6725,0,251
Sabah,N.04 Matunggong,13594,8800,0,247
Sabah,N.05 Tandek,14517,9840,0,446
Sabah,N.06 Tempasuk,13968,10650,58,306
Sabah,N.07 Kadamaian,12206,9181,0,239
Sabah,N.08 Usukan,14891,11018,11,307
Sabah,N.09 Tamparuli,14712,9868,0,229
Sabah,N.10 Sulaman,15165,11000,3,349
Sabah,N.11 Kiulu,9461,6310,1,186
Sabah,N.12 Karambunai,16757,10497,2,301
Sabah,N.13 Inanam,17770,11595,36,282
Sabah,N.14 Likas,15182,8733,20,134
Sabah,N.15 Api-Api,11369,6417,0,70
Sabah,N.16 Luyang,16570,9846,31,139
Sabah,N.17 Tanjong Aru,19152,10735,23,255
Sabah,N.18 Petagas,14971,10273,699,179
Sabah,N.19 Kapayan,18393,11768,0,274
Sabah,N.20 Moyog,14439,9957,0,179
Sabah,N.21 Kawang,14624,10300,11,142
Sabah,N.22 Pantai Manis,16651,0,0,0
Sabah,N.23 Bongawan,12113,8483,209,191
Sabah,N.24 Membakut,9463,6652,240,149
Sabah,N.25 Klias,13899,0,0,0
Sabah,N.26 Kuala Penyu,12562,9338,0,101
Sabah,N.27 Lumadan,10883,7676,0,137
Sabah,N.28 Sindumin,12659,8703,10,65
Sabah,N.29 Kundasang,8683,5931,0,223
Sabah,N.30 Karanaan,10664,7347,15,146
Sabah,N.31 Paginatan,8639,6148,1,168
Sabah,N.32 Tambunan,10506,7405,10,81
Sabah,N.33 Bingkor,13543,8754,23,83
Sabah,N.34 Liawan,10461,6660,3,67
Sabah,N.35 Melalap,10018,0,0,0
Sabah,N.36 Kemabong,10399,7666,1,322
Sabah,N.37 Sook,11332,7992,8,181
Sabah,N.38 Nabawan,6743,4479,0,144
Sabah,N.39 Sugut,7562,0,0,0
Sabah,N.40 Labuk,11398,0,0,0
Sabah,N.41 Gum-Gum,9186,5076,7,209
Sabah,N.42 Sungai Sibuga,17702,11419,68,270
Sabah,N.43 Sekong,10938,0,0,0
Sabah,N.44 Karamunting,15566,8695,0,186
Sabah,N.45 Elopura,18036,10382,52,290
Sabah,N.46 Tanjong Papat,15172,0,0,0
Sabah,N.47 Kuamut,10897,6905,0,136
Sabah,N.48 Sukau,8544,4798,0,92
Sabah,N.49 Tungku,11327,6866,31,212
Sabah,N.50 Lahad Datu,19437,11248,130,542
Sabah,N.51 Kunak,9598,6027,5,222
Sabah,N.52 Sulabayan,11192,6989,2,248
Sabah,N.53 Senallang,12041,7588,108,280
Sabah,N.54 Bugaya,10539,6358,40,249
Sabah,N.55 Balung,9921,5872,3,62
Sabah,N.56 Apas,11686,0,0,0
Sabah,N.57 Sri Tanjong,19536,10921,2,96
Sabah,N.58 Merotai,13348,7892,0,79
Sabah,N.59 Tanjong Batu,11564,6676,0,108
Sabah,N.60 Sebatik,9705,5781,0,111
