state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Opar,8099,5950,19,68
Sarawak,N.02 Tasik Biru,15100,10557,26,120
Sarawak,N.03 Tanjung Datu,7936,5517,20,62
Sarawak,N.04 Pantai Damai,14104,10038,43,105
Sarawak,N.05 Demak Laut,10437,7403,13,98
Sarawak,N.06 Tupong,17796,12192,0,135
Sarawak,N.07 Semariang,15942,10769,40,144
Sarawak,N.08 Satok,10431,6717,56,79
Sarawak,N.09 Padungan,23576,16558,20,69
Sarawak,N.10 Pending,29488,21310,36,119
Sarawak,N.11 Batu Lintang,27833,18475,35,61
Sarawak,N.12 Kota Sentosa,27301,20589,30,195
Sarawak,N.13 Batu Kawah,20664,14606,87,184
Sarawak,N.14 Asajaya,13799,10881,28,148
Sarawak,N.15 Muara Tuang,18820,14570,36,299
Sarawak,N.16 Bengoh,21955,14830,80,275
Sarawak,N.17 Tarat,16352,11382,27,209
Sarawak,N.18 Tebedu,12497,9219,16,149
Sarawak,N.19 Kedup,17466,12128,213,165
Sarawak,N.20 Sadong Jaya,7656,5589,16,89
Sarawak,N.21 Simunjan,10104,7405,22,85
Sarawak,N.22 Sebuyau,8042,5979,11,87
Sarawak,N.23 Lingga,7745,5240,0,83
Sarawak,N.24 Beting Maro,7868,5808,0,61
Sarawak,N.25 Balai Ringin,8798,6544,21,110
Sarawak,N.26 Bukit Begunan,7778,5472,21,56
Sarawak,N.27 Simanggang,10488,7171,35,67
Sarawak,N.28 Engkilili,9444,6926,0,70
Sarawak,N.29 Batang Air,8728,6281,19,83
Sarawak,N.30 Saribas,8054,6107,29,76
Sarawak,N.31 Layar,8109,5977,43,91
Sarawak,N.32 Bukit Saban,7657,5761,18,78
Sarawak,N.33 Kalaka,14167,10202,71,120
Sarawak,N.34 Krian,11016,8688,14,67
Sarawak,N.35 Belawai,8623,6049,43,91
Sarawak,N.36 Semop,8891,5917,6,114
Sarawak,N.37 Daro,7305,5265,19,105
Sarawak,N.38 Jemoreng,8635,6295,14,120
Sarawak,N.39 Repok,18481,13387,23,243
Sarawak,N.40 Meradong,15337,11205,17,107
Sarawak,N.41 Pakan,9274,6785,23,83
Sarawak,N.42 Meluan,11487,8041,22,119
Sarawak,N.43 Ngemah,8058,5384,5,95
Sarawak,N.44 Machan,9944,6895,15,109
Sarawak,N.45 Bukit Assek,26926,18518,14,97
Sarawak,N.46 Dudong,26251,19470,104,211
Sarawak,N.47 Bawang Assan,16743,12936,6,106
Sarawak,N.48 Pelawan,28808,20379,43,91
Sarawak,N.49 Nangka,14197,10270,0,152
Sarawak,N.50 Dalat,11857,8069,31,195
Sarawak,N.51 Balingian,11792,8280,27,116
Sarawak,N.52 Tamin,12244,8895,10,181
Sarawak,N.53 Kakus,9604,6574,12,105
Sarawak,N.54 Pelagus,15322,10014,28,172
Sarawak,N.55 Katibas,8542,5397,19,85
Sarawak,N.56 Baleh,11287,6684,0,98
Sarawak,N.57 Belaga,8463,5913,0,74
Sarawak,N.58 Jepak,12979,9002,58,133
Sarawak,N.59 Kidurong,27225,18322,122,144
Sarawak,N.60 Kemena,14082,10039,6,162
Sarawak,N.61 Bekenu,10672,7135,0,103
Sarawak,N.62 Lambir,14144,8588,23,143
Sarawak,N.63 Piasau,16600,10479,0,73
Sarawak,N.64 Pujut,22577,14900,30,67
Sarawak,N.65 Senadin,22432,14816,20,186
Sarawak,N.66 Marudi,13093,7617,19,105
Sarawak,N.67 Telang Usan,13623,7785,22,86
Sarawak,N.68 Bukit Kota,14471,9470,45,65
Sarawak,N.69 Bukit Danau,7636,5227,0,72
Sarawak,N.70 Ba`kelalan,6958,4585,11,37
Sarawak,N.71 Bukit Sari,9983,7067,0,94
