state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,N.01 Sungai Air Tawar,9430,6421,0,210
Selangor,N.02 Sabak,10223,6642,0,300
Selangor,N.03 Sungai Besar,11876,7584,0,336
Selangor,N.04 Sungai Panjang,10905,6847,0,351
Selangor,N.05 Sekinchan,11301,7610,0,413
Selangor,N.06 Sungai Burong,9579,6251,0,251
Selangor,N.07 Kalumpang,15145,10504,0,455
Selangor,N.08 Kuala Kubu Baharu,12712,8701,0,557
Selangor,N.09 Batang Kali,14969,0,0,0
Selangor,N.10 Sungai Tinggi,9271,6717,0,383
Selangor,N.11 Permatang,11427,8099,0,327
Selangor,N.12 Seri Cahaya,11812,8635,0,370
Selangor,N.13 Jeram,12440,9189,0,440
Selangor,N.14 Sementa,11958,8807,0,297
Selangor,N.15 Selat Klang,19530,12740,0,471
Selangor,N.16 Rawang,21617,15670,0,635
Selangor,N.17 Gombak Setia,21526,13153,0,270
Selangor,N.18 Paya Jaras,34594,23336,0,601
Selangor,N.19 Hulu Kelang,21242,13040,0,261
Selangor,N.20 Keramat,20647,12920,0,244
Selangor,N.21 Pandan,27960,0,0,0
Selangor,N.22 Dusun Tua,17133,11644,0,445
Selangor,N.23 Semenyih,18199,12663,0,341
Selangor,N.24 Kajang,20226,15332,0,323
Selangor,N.25 Damansara Utama,29010,20121,0,298
Selangor,N.26 Taman Aman,21287,14572,0,123
Selangor,N.27 Kelana Jaya,30106,19714,0,282
Selangor,N.28 Bukit Gasing,30129,20495,0,250
Selangor,N.29 Lindongan,23400,15478,0,273
Selangor,N.30 Serdang,27476,18824,0,273
Selangor,N.31 Subang,15596,11869,0,416
Selangor,N.32 Batu Tiga,22112,13869,0,412
Selangor,N.33 Shahbandar Raya,22652,16370,0,565
Selangor,N.34 Klang Bandar,30333,21803,0,397
Selangor,N.35 Telok Gadong,21643,14868,0,387
Selangor,N.36 Pandamaran,22988,16372,0,638
Selangor,N.37 Panglima Garang,13410,10260,0,456
Selangor,N.38 Morib,12742,9307,0,384
Selangor,N.39 Banting,15413,11506,0,447
Selangor,N.40 Dengkil,13546,9576,0,176
Selangor,N.41 Sungai Pelik,13358,9932,0,395
Selangor,N.42 Batu Laut,12991,10050,0,294
