state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Lundu,Lundu,6000,5445,0,222
Sarawak,N.02 Bau,Bau,9424,8382,0,641
Sarawak,N.03 Kuching Barat,Kuching Barat,12914,11098,0,317
Sarawak,N.04 Kuching Timor,Kuching Timor,11963,9686,0,291
Sarawak,N.05 Semariang,Semariang,7477,6335,0,401
Sarawak,N.06 Sekama,Sekama,10269,8005,0,416
Sarawak,N.07 Sebandi,Sebandi,7930,6685,0,331
Sarawak,N.08 Muara Tuang,Muara Tuang,4890,4352,0,175
Sarawak,N.09 Batu Kawah,Batu Kawah,8912,7444,0,512
Sarawak,N.10 Bengoh,Bengoh,4997,4403,0,116
Sarawak,N.11 Tarat,Tarat,8605,7705,0,392
Sarawak,N.12 Tebakang,Tebakang,7754,6868,0,473
Sarawak,N.13 Semera,Semera,5916,5214,0,385
Sarawak,N.14 Gedong,Gedong,5637,4839,0,313
Sarawak,N.15 Lingga-Sebuyau,Lingga–Sebuyau,8376,6484,0,479
Sarawak,N.16 Simanggang,Simanggang,9100,7290,0,445
Sarawak,N.17 Engkilili-Skrang,Engkilili–Skrang,4660,3639,0,391
Sarawak,N.18 Ulu Ai,Ulu Ai,4254,3236,0,365
Sarawak,N.19 Saribas,Saribas,6622,4607,0,266
Sarawak,N.20 Layar,Layar,6470,5006,0,381
Sarawak,N.21 Kalaka,Kalaka,5584,4880,0,263
Sarawak,N.22 Krian,Krian,6308,5033,0,404
Sarawak,N.23 Kuala-Rajang,Kuala–Rajang,5732,5087,0,222
Sarawak,N.24 Repok,Repok,6225,5343,0,255
Sarawak,N.25 Matu-Daro,Matu–Daro,6302,5452,0,286
Sarawak,N.26 Binatang,Binatang,8961,7404,0,300
Sarawak,N.27 Sibu Tengah,Sibu Tengah,10413,7804,0,363
Sarawak,N.28 Sibu Luar,Sibu Luar,8366,6418,0,324
Sarawak,N.29 Igan,Igan,7313,6416,0,288
Sarawak,N.30 Dudong,Dudong,6193,4841,0,280
Sarawak,N.31 Balingian,Balingian,8265,5227,0,362
Sarawak,N.32 Oya,Oya,7533,5669,0,436
Sarawak,N.33 Pakan,Pakan,3851,2724,0,327
Sarawak,N.34 Meluan,Meluan,3789,2652,0,347
Sarawak,N.35 Machan,Machan,5496,4446,0,71
Sarawak,N.36 Ngemah,Ngemah,4728,3373,0,267
Sarawak,N.37 Song,Song,5917,4507,0,395
Sarawak,N.38 Pelagus,Pelagus,4604,3415,0,241
Sarawak,N.39 Baleh,Baleh,6412,5150,0,371
Sarawak,N.40 Belaga,Belaga,3027,2269,0,136
Sarawak,N.41 Tatau,Tatau,6450,4722,0,253
Sarawak,N.42 Kemana,Kemana,6619,4699,0,349
Sarawak,N.43 Subis,Subis,7913,5950,0,583
Sarawak,N.44 Miri,Miri,9946,7228,0,277
Sarawak,N.45 Marudi,Marudi,7290,5387,0,275
Sarawak,N.46 Telang Usan,Telang Usan,5761,3925,0,363
Sarawak,N.47 Limbang,Limbang,6184,4938,0,330
Sarawak,N.48 Lawas,Lawas,5380,4543,0,190
