state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Chennah,Chennah,14554,9705,14,115
Negeri Sembilan,N.02 Pertang,Pertang,12897,8572,11,83
Negeri Sembilan,N.03 Sungai Lui,Sungai Lui,20206,13616,18,255
Negeri Sembilan,N.04 Klawang,Klawang,13163,9073,10,80
Negeri Sembilan,N.05 Serting,Serting,30287,19957,36,140
Negeri Sembilan,N.06 Palong,Palong,23494,15458,21,121
Negeri Sembilan,N.07 Jeram Padang,Jeram Padang,16332,10358,12,115
Negeri Sembilan,N.08 Bahau,Bahau,25769,15617,15,132
Negeri Sembilan,N.09 Lenggeng,Lenggeng,27386,20014,45,170
Negeri Sembilan,N.10 Nilai,Nilai,42168,29091,24,203
Negeri Sembilan,N.11 Lobak,Lobak,23193,15321,12,99
Negeri Sembilan,N.12 Temiang,Temiang,13085,9069,14,63
Negeri Sembilan,N.13 Sikamat,Sikamat,32343,23444,67,157
Negeri Sembilan,N.14 Ampangan,Ampangan,20992,14963,26,79
Negeri Sembilan,N.15 Juasseh,Juasseh,13408,9122,15,87
Negeri Sembilan,N.16 Seri Menanti,Seri Menanti,10045,7128,7,69
Negeri Sembilan,N.17 Senaling,Senaling,9886,6852,13,53
Negeri Sembilan,N.18 Pilah,Pilah,17692,11493,25,103
Negeri Sembilan,N.19 Johol,Johol,12313,8412,7,66
Negeri Sembilan,N.20 Labu,Labu,30478,21873,32,159
Negeri Sembilan,N.21 Bukit Kepayang,Bukit Kepayang,46229,30664,68,107
Negeri Sembilan,N.22 Rahang,Rahang,20182,13476,20,152
Negeri Sembilan,N.23 Mambau,Mambau,28952,19456,20,135
Negeri Sembilan,N.24 Seremban Jaya,Seremban Jaya,32290,21664,36,171
Negeri Sembilan,N.25 Paroi,Paroi,60704,43475,91,299
Negeri Sembilan,N.26 Chembong,Chembong,25625,18389,39,163
Negeri Sembilan,N.27 Rantau,Rantau,32890,23834,39,161
Negeri Sembilan,N.28 Kota,Kota,16510,11723,24,96
Negeri Sembilan,N.29 Chuah,Chuah,15095,10159,12,101
Negeri Sembilan,N.30 Lukut,Lukut,26806,17418,16,145
Negeri Sembilan,N.31 Bagan Pinang,Bagan Pinang,27790,21031,30,2585
Negeri Sembilan,N.32 Linggi,Linggi,20696,14551,250,98
Negeri Sembilan,N.33 Sri Tanjung,Sri Tanjung,19431,12599,19,98
Negeri Sembilan,N.34 Gemas,Gemas,29648,20453,16,251
Negeri Sembilan,N.35 Gemencheh,Gemencheh,24602,15519,20,123
Negeri Sembilan,N.36 Repah,Repah,27284,17277,20,193
