state,dun,area_name,ballot_order,name,candidate_uid,party,party_uid,votes
Kelantan,N.01 Tumpat Barat,Tumpat Barat,1,Haji Daud Bin Yusof,6462,PAS,3,4084
Kelantan,N.01 Tumpat Barat,Tumpat Barat,2,Mohamed Bin Musa,6463,PERIKATAN,2,2041
Kelantan,N.02 Tumpat Tengah,Tumpat Tengah,1,Mahmood Bin Mat Amin,6464,PERIKATAN,2,4217
Kelantan,N.02 Tumpat Tengah,Tumpat Tengah,2,Abdul Rahman Bin Haji Harun,6465,PAS,3,2948
Kelantan,N.03 Tumpat Timor,Tumpat Timor,1,Omar Bin Awang Kechik,6466,PERIKATAN,2,3786
Kelantan,N.03 Tumpat Timor,Tumpat Timor,2,Ishak Bin Mustapha,6467,PAS,3,3133
Kelantan,N.04 Kuala Kelantan,Kuala Kelantan,1,Wan Yusoff Bin Wan Ya'Akub,5434,PAS,3,3071
Kelantan,N.04 Kuala Kelantan,Kuala Kelantan,2,Abdul Majid Bin Abu Bakar,1481,PERIKATAN,2,2428
Kelantan,N.05 Kota Bharu Utara,Kota Bharu Utara,1,Yusoff Bin Othman,6470,PERIKATAN,2,1893
Kelantan,N.05 Kota Bharu Utara,Kota Bharu Utara,2,Abdullah Bin Ahmad,5835,PAS,3,5025
Kelantan,N.06 Kota Bharu Pantai,Kota Bharu Pantai,1,Nik Abdullah Bin Haji Arshad,5439,PAS,3,4631
Kelantan,N.06 Kota Bharu Pantai,Kota Bharu Pantai,2,Nik Hassan Bin Ibrahim,6473,PERIKATAN,2,2124
Kelantan,N.07 Meranti,Meranti,1,Nik Man Bin Nik Mohamed,197,PAS,3,5198
Kelantan,N.07 Meranti,Meranti,2,Wan Mohamad Zain Bin Haji Wan Sulaiman,6475,PERIKATAN,2,432
Kelantan,N.08 Tendong,Tendong,1,Haji Che' Hassan Bin Haji Ismail,6476,PAS,3,4416
Kelantan,N.08 Tendong,Tendong,2,Ja'Afar Bin Idris @ Ja'Afar Bin Derpah,6477,PERIKATAN,2,2245
Kelantan,N.09 Bandar Pasir Mas,Bandar Pasir Mas,1,Haji Omar Bin Awang,6478,PAS,3,3776
Kelantan,N.09 Bandar Pasir Mas,Bandar Pasir Mas,2,Abdullah Bin Che' Him,6479,PERIKATAN,2,2588
