state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Butterworth,10495,8240,0,229
Pulau Pinang,N.02 Bagan Ajam,12310,9508,0,177
Pulau Pinang,N.03 Permatang Pauh,12768,10364,0,365
Pulau Pinang,N.04 Bukit Mertajam,11938,9653,0,311
Pulau Pinang,N.05 Alma,11074,9310,0,352
Pulau Pinang,N.06 Sungei Bakap,12017,10289,0,403
Pulau Pinang,N.07 Nibong Tebal,9181,7637,0,271
Pulau Pinang,N.08 Kelawai,6818,5586,0,107
Pulau Pinang,N.09 Dhoby Ghaut,10714,8905,0,170
Pulau Pinang,N.10 Tanjong Bungah,11991,9980,0,270
Pulau Pinang,N.11 Ayer Itam,9608,8195,0,150
Pulau Pinang,N.12 Jelutong,13057,10953,0,243
Pulau Pinang,N.13 Glugor,10355,8697,0,207
Pulau Pinang,N.14 Balik Pulau,6960,6023,0,105
Pulau Pinang,N.15 Bayan Lepas,9919,8603,0,226
Pulau Pinang,N.16 Kota,11375,9317,0,188
Pulau Pinang,N.17 Tanjong Tengah,13018,11020,0,629
Pulau Pinang,N.18 Tanjong Utara,10370,8859,0,220
Pulau Pinang,N.19 Tanjong Barat,9730,8289,0,157
Pulau Pinang,N.20 Sungei Pinang,10717,8966,0,225
Pulau Pinang,N.21 Tanjong Selatan,10880,9430,0,199
Pulau Pinang,N.22 Muda,10419,8885,0,480
Pulau Pinang,N.23 Kepala Batas,8588,7354,0,280
Pulau Pinang,N.24 Tasek Glugor,9153,7557,0,473
