state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Terengganu,N.01 Kuala Besut,1,Muhammad Bin Jusoh,5568,PAS,3,3238
Terengganu,N.01 Kuala Besut,2,Wan Zakaria Bin Abd. Rahman,11089,BN,25,4381
Terengganu,N.02 Kampong Raja,1,Abdullah Bin Mohamed,12214,PAS,3,3119
Terengganu,N.02 Kampong Raja,2,Abdullah Bin Muhammad,4050,BN,25,4120
Terengganu,N.03 Bukit Kenak,1,Abd. Latif Bi Mohamad,1706,PAS,3,3247
Terengganu,N.03 Bukit Kenak,2,Hassan Bin Haji Said,11093,BN,25,4428
Terengganu,N.04 Ulu Besut,1,Lua Byeo Cheong @ Lua Cheong Eng,11094,BEBAS,1,73
Terengganu,N.04 Ulu Besut,2,Husin Bin Jusoh,5937,PAS,3,3126
Terengganu,N.04 Ulu Besut,3,Mat Hasan Bin Abdullah @ Husin Bin Haji Abdullah,11096,BN,25,4209
Terengganu,N.05 Setiu,1,Mohd. Nor Bin Sulong,10010,PAS,3,2191
Terengganu,N.05 Setiu,2,Tengku Mahmud Bin Mansor @ Che Ku Abdullah Bin Tengku Mansor,11098,BN,25,3719
Terengganu,N.06 Langkap,1,Salleh Bin Mamat,10011,BN,25,4380
Terengganu,N.06 Langkap,2,Mahmood Bin Sulaiman,7080,PAS,3,2388
Terengganu,N.06 Langkap,3,Daud Bin Awang,11103,PSRM,26,83
Terengganu,N.07 Batu Rakit,1,W. Ibrahim Bin W. Othman,10014,BN,25,2928
Terengganu,N.07 Batu Rakit,2,Daud Bin Awang,11103,PAS,3,2178
Terengganu,N.08 Seberang Takir,1,Abdul Rashid Bin Ngah,10016,BN,25,4660
Terengganu,N.08 Seberang Takir,2,Fadzullah Bin Haji Shuib,11105,PAS,3,2028
Terengganu,N.09 Telemong,1,Ahmad Sidi @ Mohamad Bin Haji Ismail,11106,BN,25,3353
Terengganu,N.09 Telemong,2,Mat Ali Bin Idris,8881,PAS,3,1862
Terengganu,N.10 Binjai,1,Mohd. Nor Bin Ali,7030,BN,25,3732
Terengganu,N.10 Binjai,2,Abdul Wahab Bin Salleh,10021,PAS,3,3395
Terengganu,N.11 Tanggol,1,Haji Abdul Rashid Bin Su,610,PAS,3,2823
Terengganu,N.11 Tanggol,2,Mustafa Bin Muda,11111,BN,25,3420
Terengganu,N.12 Kuala Brang,1,Mohd. Ghazali Bin Haji Ahmad,1139,PAS,3,2416
Terengganu,N.12 Kuala Brang,2,Wan Muda Bin. Mohd,11113,BN,25,2518
Terengganu,N.13 Jeram,1,Sufian Bin Mohd. Said,11114,BN,25,3180
Terengganu,N.13 Jeram,2,Abu Bakar Bin Chik,1710,PAS,3,3388
Terengganu,N.14 Bukit Tunggal,1,Ghazali Bin Endut,11116,BN,25,3755
Terengganu,N.14 Bukit Tunggal,2,Awang Bin Abu Bakar,7813,PAS,3,1974
Terengganu,N.15 Manir,1,Harun Bin Taib,2343,PAS,3,4134
