state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Sabah,N.01 Banggi,Banggi,1,Yahya Bin Othman,9437,BN,803
Sabah,N.01 Banggi,Banggi,2,Datu Amir Kahar Bin Tun Datu Hj. Mustapha,1874,USNO,2161
Sabah,N.01 Banggi,Banggi,3,Abidula Bin Amsana,10070,BERSEPADU,98
Sabah,N.01 Banggi,Banggi,4,Ebrahim Bin Datuk Haji Taulani,10071,BEBAS,27
Sabah,N.01 Banggi,Banggi,5,Engkuan Bin Eyong,10072,PBS,739
Sabah,N.02 Kudat,Kudat,1,Chong Kah Kiat,8934,BN,2366
Sabah,N.02 Kudat,Kudat,2,Abdul Rahim Bin Awang Harun,10074,BERSEPADU,29
Sabah,N.02 Kudat,Kudat,3,Musa Datuk Hj. Taulani,10075,BEBAS,52
Sabah,N.02 Kudat,Kudat,4,Willie Chong Kui Shen,8937,USNO,1232
Sabah,N.02 Kudat,Kudat,5,Edward Modirim Mongurug,10077,PASOK,31
Sabah,N.02 Kudat,Kudat,6,Wong Phim Chung,10078,PBS,3364
Sabah,N.03 Bengkoka,Bengkoka,1,Haji Md. Zakaria Bin Hj. Said,10079,BN,759
Sabah,N.03 Bengkoka,Bengkoka,2,Datu Abdul Salam Bin D. Harun,7852,USNO,2112
Sabah,N.03 Bengkoka,Bengkoka,3,Said Bin Giuk,10081,PASOK,75
Sabah,N.03 Bengkoka,Bengkoka,4,Akian B. Ah Kiew,10082,PBS,1425
Sabah,N.03 Bengkoka,Bengkoka,5,Aplasin Bin Ejal,10083,BERSEPADU,154
Sabah,N.04 Matunggong,Matunggong,1,Michael Wong,1293,BN,988
Sabah,N.04 Matunggong,Matunggong,2,Atuh Bin Hj. Udin,10085,BERSIH,84
Sabah,N.04 Matunggong,Matunggong,3,Mathius Majihi,10086,PBS,2602
Sabah,N.04 Matunggong,Matunggong,4,Jamud B. Seboy,10087,USNO,1268
Sabah,N.04 Matunggong,Matunggong,5,Jamalun Ojinal,10088,PASOK,104
Sabah,N.04 Matunggong,Matunggong,6,Bernet B. Rampaman,10089,BERSEPADU,67
Sabah,N.05 Tandek,Tandek,1,Herowan V Malingka,10090,BN,815
Sabah,N.05 Tandek,Tandek,2,Saibul Bin Supu,10091,PBS,1480
Sabah,N.05 Tandek,Tandek,3,Kee Abdul Jalil B. Abdullah,10092,USNO,1006
Sabah,N.05 Tandek,Tandek,4,Jaminah Bte Abduka,10093,BERSEPADU,48
Sabah,N.05 Tandek,Tandek,5,Henry B. Bungas,10094,PASOK,34
Sabah,N.06 Langkon,Langkon,1,Datu Bidin Sarudin,1576,BERSIH,23
Sabah,N.06 Langkon,Langkon,2,Haji Yunus B. Zakaria @ Yunus B. Yahya,10096,BEBAS,34
Sabah,N.06 Langkon,Langkon,3,Bugie Galadam @ Bugie B. Tinggal,10097,PBS,2004
Sabah,N.06 Langkon,Langkon,4,Nelson A. Timpoong,10098,BERSEPADU,36
Sabah,N.06 Langkon,Langkon,5,Almanek Bin Abd Hamid,8945,USNO,783
Sabah,N.06 Langkon,Langkon,6,Kisil B. Singkun,10100,PASOK,281
Sabah,N.06 Langkon,Langkon,7,Michael Madinal,7858,BN,876
Sabah,N.07 Tempasuk,Tempasuk,1,Mahsar Maidan,10102,BERSEPADU,30
Sabah,N.07 Tempasuk,Tempasuk,2,Datuk Yahya Lampong,10103,USNO,2141
Sabah,N.07 Tempasuk,Tempasuk,3,Datuk Hj. Mohd. Noor Mansor,8954,BN,2067
Sabah,N.07 Tempasuk,Tempasuk,4,James Baga,3198,BERSIH,719
Sabah,N.07 Tempasuk,Tempasuk,5,Robert Minggir,10106,PBS,1425
Sabah,N.08 Usukan,Usukan,1,Abdul Mumin Haji Mulia,8955,BERSIH,326
Sabah,N.08 Usukan,Usukan,2,Semat B. Hj. Abd. Karim,10108,BERSEPADU,19
