state,dun,area_name,ballot_order,name,candidate_uid,party,votes
Pulau Pinang,N.01 Penaga,Penaga,1,Khazali Bin Hussin,15383,PAS,4293
Pulau Pinang,N.01 Penaga,Penaga,2,Dato' Haji Azhar Bin Ibrahim,15384,BN,5504
Pulau Pinang,N.02 Bertam,Bertam,1,Hilmi Bin Hj Abdul Rashid,14214,BN,6256
Pulau Pinang,N.02 Bertam,Bertam,2,Md Ariffin Bin Mas Nayeem,15386,PKR,2466
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,1,Abdul Ghani Bin Haroon,15387,PKR,2848
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,2,Dato' Yahaya Bin Abdul Hamid,15388,BN,7224
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,1,Abd. Ro'Ni Bin A. Hasan,11894,BN,5506
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,2,Dr. Hassan Bin Hj. Ahmad,15390,PAS,4400
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,1,Ustaz Sold Bin Mohd. Amin,15391,PAS,4613
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,2,Jasmin Bin Mohamed,14220,BN,5355
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,1,Jahara Bt. Hamid,14221,BN,5525
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,2,Mohd Ghazali Ibrahim,15394,PKR,4232
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,1,Loo Ah Dee,15395,BN,10859
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,2,Phee Boon Poh,10809,DAP,9789
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,1,Lim Hock Seng,2044,DAP,6597
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,2,Dr. Sak Cheng Lum,2045,BN,9681
Pulau Pinang,N.09 Perai,Perai,1,Vijaya,15399,BEBAS,182
Pulau Pinang,N.09 Perai,Perai,2,Dr. K. Rajapathy,15400,BN,9174
Pulau Pinang,N.09 Perai,Perai,3,S. Neelamekan,15401,DAP,6435
Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,1,Hairuddin Bin Othman,15402,PKR,6570
Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,2,Dr Radin Amin Bin Hj. Munir,15403,BN,7423
Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,1,Dato' Hj Ahmad B. Saad,15404,BN,5236
Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,2,Hamdan Abd. Rahman,15405,PAS,8430
Pulau Pinang,N.12 Penanti,Penanti,1,Zulkefli Bin Bakar,15406,BN,4422
Pulau Pinang,N.12 Penanti,Penanti,2,Abdul Rahman Bin Abdul Kadir,14531,PKR,6405
Pulau Pinang,N.13 Berapit,Berapit,1,Chong Eng,2661,DAP,5826
Pulau Pinang,N.13 Berapit,Berapit,2,Lau Chiek Tuan,14236,BN,8420
Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,1,Lim Boon Tong,15410,PKR,7572
Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,2,Dr. Toh Kin Woon,15411,BN,9631
Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,1,Tan Ah Huat,1425,DAP,7880
Pulau Pinang,N.15 Bukit Tengah,Bukit Tengah,2,Ng Siew Lai,4075,BN,11480
Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,1,Lai Chew Hock,15414,BN,8315
Pulau Pinang,N.16 Sungai Bakap,Sungai Bakap,2,Ustaz Mokhtar,15415,PKR,5564
Pulau Pinang,N.17 Jawi,Jawi,1,Teoh Seang Hooi,15416,DAP,7819
