state,dun,ballot_order,name,candidate_uid,party,party_uid,votes
Kelantan,N.01 Sampingan,1,Nik Abdul Rahman Bin Nik Mohamed,9380,PAS,3,4410
Kelantan,N.01 Sampingan,2,Tahir Bin Abdul Aziz,8214,BN,25,4974
Kelantan,N.02 Sungei Pinang,1,Muhamad Bin Abdul Rahman,5981,BEBAS,1,4449
Kelantan,N.02 Sungei Pinang,2,Tengku Noor Aziah Binti Tengku Ahmed,857,PAS,3,4932
Kelantan,N.02 Sungei Pinang,3,Mohamed Bin Samat,715,BN,25,309
Kelantan,N.03 Wakaf Bharu,1,Ramli Bin Abu Bakar,10537,PAS,3,4961
Kelantan,N.03 Wakaf Bharu,2,Omar Bin Awang Kechik,6466,BN,25,6326
Kelantan,N.04 Semut Api,1,Wan Mamat Bin Wan Yusoff,7313,PAS,3,6528
Kelantan,N.04 Semut Api,2,Nik Abdul Aziz Haji Nik Hussin,859,BN,25,3839
Kelantan,N.05 Kemumin,1,Che Hassan Bin Che Ishak,9381,PAS,3,0
Kelantan,N.06 Sering,1,Ab. Hamid Bin Ahmad,7849,BN,25,3983
Kelantan,N.06 Sering,2,Daud Bin Ibrahim,10543,PAS,3,5447
Kelantan,N.07 Tendong,1,Haji Zakaria Bin Ismail,1121,PAS,3,4337
Kelantan,N.07 Tendong,2,Abd. Ghani Bin Hj. Mahmood,10545,BN,25,5805
Kelantan,N.08 Meranti,1,Hanifa Bin Ahmad,8231,BN,25,3300
Kelantan,N.08 Meranti,2,Nik Man Bin Nik Mohamed,197,PAS,3,5237
Kelantan,N.09 Bandar Pasir Mas,1,Hashim Bin Haji Omar,8232,PAS,3,4175
Kelantan,N.09 Bandar Pasir Mas,2,Mohd. Hassan Bin Che Wail @ Hassan Bin Ismail,10549,BN,25,5669
Kelantan,N.10 Sungei Keladi,1,Kang Sam Chuan,1396,DAP,18,765
Kelantan,N.10 Sungei Keladi,2,Foo Chow Yong,5427,BN,25,7652
Kelantan,N.10 Sungei Keladi,3,Ab. Halim Bin Ab. Rahman,9426,PAS,3,5088
Kelantan,N.11 Telipot,1,Ahmad Rastom Bin Haji Ahmad Maher,2318,BN,25,6462
Kelantan,N.11 Telipot,2,Mohd. Nassim Bin Daro' Haji Ahmad Maher,10554,PAS,3,4896
Kelantan,N.11 Telipot,3,Ya'Acob Bin Abdullah,10555,DAP,18,356
Kelantan,N.12 Kubang Kerian,1,Mohd. Asri Bin Haji Muda,112,PAS,3,6395
Kelantan,N.12 Kubang Kerian,2,Muhamad @ Mohamad Rasidi Bin Hjai Abdullah,10557,BN,25,5481
Kelantan,N.13 Tawang,1,Idris Bin Ahmad,10558,PAS,3,5784
Kelantan,N.13 Tawang,2,Hassan Bin Abdullah,5922,BN,25,5237
Kelantan,N.14 Perupok,1,Mamat Bin Awang @ Mohd. Nor B. Awang,10560,PAS,3,4943
Kelantan,N.14 Perupok,2,Abdul Fattah Bin Haji Idris,10561,BN,25,4239
Kelantan,N.15 Jelawat,1,Mohamad Bin Haji Hassan,9411,BN,25,5184
Kelantan,N.15 Jelawat,2,Shaary Bin Haji Awang,10563,PAS,3,4984
Kelantan,N.15 Jelawat,3,Mohd. Zain Bin Abdullah,594,BEBAS,1,329
Kelantan,N.16 Gual Periok,1,Zakaria Bin Botok,10565,BN,25,3660
Kelantan,N.16 Gual Periok,2,Mohd. Saari Bin Awang Ali,10566,PAS,3,3518
Kelantan,N.17 Lemal,1,Moor Mohamed Bin Mohamed Sin,9415,BN,25,3380
Kelantan,N.17 Lemal,2,Abdul Fatah Bin Haji Heron,10568,PAS,3,3638
Kelantan,N.18 Tok Uban,1,Daud @ Daud Yatimee Bin Ahmad,9419,BN,25,3977
Kelantan,N.18 Tok Uban,2,Ab. Ghani Bin Ab. Rahman,9458,PAS,3,3950
Kelantan,N.19 Salor,1,Muhamad Tahar Jalaadin Bin Husin,10571,BEBAS,1,5030
Kelantan,N.19 Salor,2,Mustapha Bin Ibrahim,10572,PAS,3,5528
Kelantan,N.20 Ketereh,1,Che Wil Bin Che Ali,10573,PAS,3,4257
Kelantan,N.20 Ketereh,2,Ariffin Bin Mahmood,9422,BN,25,5272
Kelantan,N.21 Peringat,1,Wan Hashim Bin Haji Wan Ahmad,593,BN,25,4859
Kelantan,N.21 Peringat,2,Wan Daud Bin Wan Jusoh,1696,PAS,3,4323
Kelantan,N.22 Bukit Panau,1,Ab/. Latif Bin Haji Ad. Rahman,9427,BN,25,5064
Kelantan,N.22 Bukit Panau,2,Ibrahim @ Wan Yusoff Bin Haji Wan Mamat,10578,PAS,3,4419
Kelantan,N.23 Lanas,1,Mohamed Bin Ya'Acob,601,BN,25,4847
Kelantan,N.23 Lanas,2,Abdullah Bin Che Hassan,1445,PAS,3,3984
Kelantan,N.24 Gual Ipoh,1,Haji Othman Bin Haji Hassan,10581,PAS,3,2697
Kelantan,N.24 Gual Ipoh,2,Mustafa Bin Yaakub,9434,BN,25,4744
Kelantan,N.25 Pulai Chondong,1,Arshad Bin Mamat,10583,PAS,3,3304
Kelantan,N.25 Pulai Chondong,2,Abdullah Bin Hj. Mohamed,12214,BN,25,4442
Kelantan,N.26 Bandar Machang,1,Ibrahim Bin Mohamed,5372,BN,25,5278
Kelantan,N.26 Bandar Machang,2,Abdul Manan Bin Mohamed,10586,PAS,3,4927
Kelantan,N.27 Sungei Rasau,1,Nawawi Bin Hj. Muhammad,10587,PAS,3,2553
Kelantan,N.27 Sungei Rasau,2,Yahya Bin Hj. Yusof,9446,BN,25,3510
Kelantan,N.28 Selising,1,Abd. Rahman Bin Haji Ahmad,1700,PAS,3,0
Kelantan,N.29 Bandar Pasir Putih,1,Mustaffa Bin Hussain,10590,PAS,3,3340
Kelantan,N.29 Bandar Pasir Putih,2,Mohd. Noor Bin Mohamed,280,BEBAS,1,153
Kelantan,N.29 Bandar Pasir Putih,3,Raja Mahmud Bin Raja Mamat,6508,BN,25,4567
Kelantan,N.30 Cherang Ruku,1,Mat Jelani @ Mohammed Jelani Bin Jaafar,10593,BN,25,5106
Kelantan,N.30 Cherang Ruku,2,Mat Noor Bin Mamat,9456,PAS,3,4175
Kelantan,N.31 Temangan,1,Salleh Bin Che Harun,9460,BN,25,3732
Kelantan,N.31 Temangan,2,Mohd. Noor Bin Haji Yaakub,10596,PAS,3,2555
Kelantan,N.32 Guchil,1,Wan Hasan Bin Wan Yusof,10597,PAS,3,3596
Kelantan,N.32 Guchil,2,Mohamed Bin Isa,6463,BN,25,3729
Kelantan,N.33 Pahi,1,Ab. Aziz Bin Talib,10599,BN,25,3710
Kelantan,N.33 Pahi,2,Lee Pong Hin @ Lee Khoon Heng,10600,BEBAS,1,191
Kelantan,N.33 Pahi,3,Mohd. Zahari Bin Awang,1406,PAS,3,2353
Kelantan,N.34 Jeli,1,Haji Zainal Bin Awang,10602,PAS,3,3286
Kelantan,N.34 Jeli,2,Ab. Samat Bin Haji Drahman,9467,BN,25,4037
Kelantan,N.35 Gua Musang,1,Abdul Ghani Bin Abu Bakar,8299,BN,25,6936
Kelantan,N.35 Gua Musang,2,Buniyamin Bin Yaakob,2323,PAS,3,3210
Kelantan,N.36 Manek Urai,1,Ariffin Bin Said,10606,BN,25,4584
Kelantan,N.36 Manek Urai,2,Wan Abdullah Bin Wan Su,8301,PAS,3,3542
