state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Tanjong Datu,Tanjong Datu,10488,7452,18,107
Sarawak,N.02 Tasik Biru,Tasik Biru,16974,11975,30,213
Sarawak,N.03 Pantai Damai,Pantai Damai,12424,9221,24,88
Sarawak,N.04 Demak Laut,Demak Laut,9660,7068,11,68
Sarawak,N.05 Tupong,Tupong,13336,9590,15,98
Sarawak,N.06 Satok,Satok,11246,7086,58,227
Sarawak,N.07 Samariang,Samariang,12378,8609,78,93
Sarawak,N.08 Padungan,Padungan,24977,16259,208,280
Sarawak,N.09 Pending,Pending,29097,19295,149,141
Sarawak,N.10 Batu Lintang,Batu Lintang,28293,16779,39,122
Sarawak,N.11 Batu Kawah,Batu Kawah,28470,0,0,0
Sarawak,N.12 Asajaya,Asajaya,9312,7268,0,90
Sarawak,N.13 Muara Tuang,Muara Tuang,17015,13217,593,298
Sarawak,N.14 Bengoh,Bengoh,19266,13063,245,183
Sarawak,N.15 Tarat,Tarat,14968,9661,10,173
Sarawak,N.16 Tebedu,Tebedu,11270,7630,11,192
Sarawak,N.17 Kedup,Kedup,19252,11536,130,181
Sarawak,N.18 Sadong Jaya,Sadong Jaya,7506,5355,1,91
Sarawak,N.19 Simunjan,Simunjan,10439,7057,11,67
Sarawak,N.20 Sebuyau,Sebuyau,9972,6708,2,91
Sarawak,N.21 Beting Maro,Beting Maro,8651,6024,92,47
Sarawak,N.22 Bukit Begunan,Bukit Begunan,11346,7173,24,96
Sarawak,N.23 Simanggang,Simanggang,15903,10195,188,159
Sarawak,N.24 Engkilili,Engkilili,9187,6512,5,72
Sarawak,N.25 Batang Ai,Batang Ai,7817,0,0,0
Sarawak,N.26 Saribas,Saribas,9148,5987,3,114
Sarawak,N.27 Layar,Layar,10615,7198,10,115
Sarawak,N.28 Kalaka,Kalaka,13106,9244,14,112
Sarawak,N.29 Krian,Krian,10553,7630,2,77
Sarawak,N.30 Belawai,Belawai,9244,6091,3,92
Sarawak,N.31 Serdeng,Serdeng,8111,5715,3,121
Sarawak,N.32 Matu Daro,Matu Daro,10451,7514,14,144
Sarawak,N.33 Meradong,Meradong,15678,11269,7,101
Sarawak,N.34 Repok,Repok,18362,12742,11,142
Sarawak,N.35 Pakan,Pakan,8798,6453,0,76
Sarawak,N.36 Meluan,Meluan,9943,7437,2,109
Sarawak,N.37 Ngemah,Ngemah,7709,5180,4,66
Sarawak,N.38 Machan,Machan,9963,6630,6,91
Sarawak,N.39 Bukit Assek,Bukit Assek,17807,11767,6,58
Sarawak,N.40 Dudong,Dudong,20726,14405,3,218
Sarawak,N.41 Bawang Assan,Bawang Assan,17314,11920,2,84
Sarawak,N.42 Pelawan,Pelawan,28722,19961,25,123
Sarawak,N.43 Nangka,Nangka,12826,8873,63,158
Sarawak,N.44 Dalat,Dalat,13786,8660,13,177
Sarawak,N.45 Balingian,Balingian,11393,8071,9,103
Sarawak,N.46 Tamin,Tamin,10763,7307,2,129
Sarawak,N.47 Kakus,Kakus,9002,5745,0,97
Sarawak,N.48 Pelagus,Pelagus,13406,9786,18,105
Sarawak,N.49 Katibas,Katibas,8481,0,0,0
Sarawak,N.50 Baleh,Baleh,9798,6861,1,96
Sarawak,N.51 Belaga,Belaga,6476,4193,6,95
Sarawak,N.52 Kemena,Kemena,13665,8766,2,132
Sarawak,N.53 Kidurong,Kidurong,22082,15108,36,113
Sarawak,N.54 Jepak,Jepak,11814,8173,2,94
Sarawak,N.55 Lambir,Lambir,20666,12024,10,154
Sarawak,N.56 Piasau,Piasau,21301,12921,31,89
Sarawak,N.57 Senadin,Senadin,28132,17490,30,180
Sarawak,N.58 Marudi,Marudi,12195,6819,8,75
Sarawak,N.59 Telang Usan,Telang Usan,12591,6328,9,106
Sarawak,N.60 Limbang,Limbang,16904,11094,113,86
Sarawak,N.61 Lawas,Lawas,9922,6666,14,64
Sarawak,N.62 Ba`kelalan,Ba`kelalan,7787,0,0,0
